COURT,CASE_TYPE_NAME,YEAR,MONTH,CASE_COUNT
1F,Paternity,2001,4,121
1F,Paternity,2001,5,149
1F,Paternity,2001,6,169
1F,Paternity,2001,7,133
1F,Paternity,2001,8,169
1F,Paternity,2001,9,208
1F,Paternity,2001,10,161
1F,Paternity,2001,11,145
1F,Paternity,2001,12,128
1F,Paternity,2002,1,138
1F,Paternity,2002,2,140
1F,Paternity,2002,3,114
1F,Paternity,2002,4,155
1F,Paternity,2002,5,129
1F,Paternity,2002,6,125
1F,Paternity,2002,7,127
1F,Paternity,2002,8,126
1F,Paternity,2002,9,88
1F,Paternity,2002,10,142
1F,Paternity,2002,11,141
1F,Paternity,2002,12,94
1F,Paternity,2003,1,148
1F,Paternity,2003,2,117
1F,Paternity,2003,3,144
1F,Paternity,2003,4,116
1F,Paternity,2003,5,143
1F,Paternity,2003,6,139
1F,Paternity,2003,7,138
1F,Paternity,2003,8,140
1F,Paternity,2003,9,119
1F,Paternity,2003,10,158
1F,Paternity,2003,11,110
1F,Paternity,2003,12,183
1F,Paternity,2004,1,103
1F,Paternity,2004,2,110
1F,Paternity,2004,3,163
1F,Paternity,2004,4,122
1F,Paternity,2004,5,142
1F,Paternity,2004,6,141
1F,Paternity,2004,7,173
1F,Paternity,2004,8,93
1F,Paternity,2004,9,113
1F,Paternity,2004,10,88
1F,Paternity,2004,11,136
1F,Paternity,2004,12,79
1F,Paternity,2005,1,98
1F,Paternity,2005,2,93
1F,Paternity,2005,3,114
1F,Paternity,2005,4,113
1F,Paternity,2005,5,113
1F,Paternity,2005,6,109
1F,Paternity,2005,7,102
1F,Paternity,2005,8,112
1F,Paternity,2005,9,118
1F,Paternity,2005,10,113
1F,Paternity,2005,11,106
1F,Paternity,2005,12,101
1F,Paternity,2006,1,119
1F,Paternity,2006,2,127
1F,Paternity,2006,3,119
1F,Paternity,2006,4,108
1F,Paternity,2006,5,100
1F,Paternity,2006,6,118
1F,Paternity,2006,7,122
1F,Paternity,2006,8,121
1F,Paternity,2006,9,108
1F,Paternity,2006,10,94
1F,Paternity,2006,11,100
1F,Paternity,2006,12,101
1F,Paternity,2007,1,134
1F,Paternity,2007,2,98
1F,Paternity,2007,3,114
1F,Paternity,2007,4,118
1F,Paternity,2007,5,109
1F,Paternity,2007,6,122
1F,Paternity,2007,7,117
1F,Paternity,2007,8,139
1F,Paternity,2007,9,112
1F,Paternity,2007,10,97
1F,Paternity,2007,11,99
1F,Paternity,2007,12,82
1F,Paternity,2008,1,107
1F,Paternity,2008,2,98
1F,Paternity,2008,3,111
1F,Paternity,2008,4,116
1F,Paternity,2008,5,112
1F,Paternity,2008,6,95
1F,Paternity,2008,7,113
1F,Paternity,2008,8,124
1F,Paternity,2008,9,103
1F,Paternity,2008,10,128
1F,Paternity,2008,11,92
1F,Paternity,2008,12,84
1F,Paternity,2009,1,122
1F,Paternity,2009,2,137
1F,Paternity,2009,3,106
1F,Paternity,2009,4,115
1F,Paternity,2009,5,103
1F,Paternity,2009,6,108
1F,Paternity,2009,7,118
1F,Paternity,2009,8,92
1F,Paternity,2009,9,115
1F,Paternity,2009,10,115
1F,Paternity,2009,11,100
1F,Paternity,2009,12,80
1F,Paternity,2010,1,91
1F,Paternity,2010,2,98
1F,Paternity,2010,3,138
1F,Paternity,2010,4,92
1F,Paternity,2010,5,118
1F,Paternity,2010,6,76
1F,Paternity,2010,7,85
1F,Paternity,2010,8,109
1F,Paternity,2010,9,109
1F,Paternity,2010,10,101
1F,Paternity,2010,11,102
1F,Paternity,2010,12,91
1F,Paternity,2011,1,83
1F,Paternity,2011,2,96
1F,Paternity,2011,3,114
1F,Paternity,2011,4,75
1F,Paternity,2011,5,89
1F,Paternity,2011,6,92
1F,Paternity,2011,7,253
1F,Paternity,2011,8,114
1F,Paternity,2011,9,123
1F,Paternity,2011,10,106
1F,Paternity,2011,11,80
1F,Paternity,2011,12,117
1F,Paternity,2012,1,100
1F,Paternity,2012,2,107
1F,Paternity,2012,3,147
1F,Paternity,2012,4,108
1F,Paternity,2012,5,107
1F,Paternity,2012,6,110
1F,Paternity,2012,7,142
1F,Paternity,2012,8,136
1F,Paternity,2012,9,118
1F,Paternity,2012,10,113
1F,Paternity,2012,11,123
1F,Paternity,2012,12,95
1F,Paternity,2013,1,86
1F,Paternity,2013,2,123
1F,Paternity,2013,3,87
1F,Paternity,2013,4,137
1F,Paternity,2013,5,130
1F,Paternity,2013,6,100
1F,Paternity,2013,7,133
1F,Paternity,2013,8,89
1F,Paternity,2013,9,127
1F,Paternity,2013,10,136
1F,Paternity,2013,11,127
1F,Paternity,2013,12,92
1F,Paternity,2014,1,131
1F,Paternity,2014,2,86
1F,Paternity,2014,3,107
1F,Paternity,2014,4,122
1F,Paternity,2014,5,90
1F,Paternity,2014,6,116
1F,Paternity,2014,7,134
1F,Paternity,2014,8,89
1F,Paternity,2014,9,117
1F,Paternity,2014,10,120
1F,Paternity,2014,11,69
1F,Paternity,2014,12,107
1F,Paternity,2015,1,104
1F,Paternity,2015,2,52
1F,Paternity,2015,3,102
1F,Paternity,2015,4,79
1F,Paternity,2015,5,99
1F,Paternity,2015,6,96
1F,Paternity,2015,7,95
1F,Paternity,2015,8,88
1F,Paternity,2015,9,104
1F,Paternity,2015,10,93
1F,Paternity,2015,11,92
1F,Paternity,2015,12,76
1F,Paternity,2016,1,82
1F,Paternity,2016,2,90
1F,Paternity,2016,3,95
1F,Paternity,2016,4,87
1F,Paternity,2016,5,91
1F,Paternity,2016,6,79
1F,Paternity,2016,7,99
1F,Paternity,2016,8,78
1F,Paternity,2016,9,103
1F,Paternity,2016,10,58
1F,Paternity,2016,11,76
1F,Paternity,2016,12,65
1F,Paternity,2017,1,80
1F,Paternity,2017,2,68
1F,Paternity,2017,3,107
1F,Paternity,2017,4,66
1F,Paternity,2017,5,99
1F,Paternity,2017,6,84
1F,Paternity,2017,7,103
1F,Paternity,2017,8,77
1F,Paternity,2017,9,82
1F,Paternity,2017,10,85
1F,Paternity,2017,11,62
1F,Paternity,2017,12,88
1F,Paternity,2018,1,90
1F,Paternity,2018,2,70
1F,Paternity,2018,3,77
1F,Paternity,2018,4,99
1F,Paternity,2018,5,91
1F,Paternity,2018,6,68
1F,Paternity,2018,7,70
1F,Paternity,2018,8,109
1F,Paternity,2018,9,92
1F,Paternity,2018,10,84
1F,Paternity,2018,11,104
1F,Paternity,2018,12,58
1F,Paternity,2019,1,94
1F,Paternity,2019,2,75
1F,Paternity,2019,3,82
1F,Paternity,2019,4,69
1F,Paternity,2019,5,73
1F,Paternity,2019,6,76
1F,Paternity,2019,7,83
1F,Paternity,2019,8,82
1F,Paternity,2019,9,67
1F,Paternity,2019,10,88
1F,Paternity,2019,11,77
1F,Paternity,2019,12,41
1F,Paternity,2020,1,98
1F,Paternity,2020,2,57
1F,Paternity,2020,3,58
1F,Paternity,2020,4,6
1F,Paternity,2020,5,28
1F,Paternity,2020,6,80
1F,Paternity,2020,7,66
1F,Paternity,2020,8,90
1F,Paternity,2020,9,97
1F,Paternity,2020,10,59
1F,Paternity,2020,11,73
1F,Paternity,2020,12,98
1F,Paternity,2021,1,40
1F,Paternity,2021,2,68
1F,Paternity,2021,3,62
1F,Paternity,2021,4,86
1F,Paternity,2021,5,72
1F,Paternity,2021,6,84
1F,Paternity,2021,7,39
1F,Paternity,2021,8,98
1F,Paternity,2021,9,43
1F,Paternity,2021,10,48
1F,Paternity,2021,11,47
1F,Paternity,2021,12,58
1F,Paternity,2022,1,35
1F,Paternity,2022,2,46
1F,Paternity,2022,3,72
1F,Paternity,2022,4,76
1F,Paternity,2022,5,52
1F,Paternity,2022,6,73
1F,Paternity,2022,7,63
1F,Paternity,2022,8,54
1F,Paternity,2022,9,59
1F,Paternity,2022,10,32
1F,Paternity,2022,11,42
1F,Paternity,2022,12,55
1F,Paternity,2023,1,50
1F,Paternity,2023,2,61
1F,Paternity,2023,3,47
1F,Paternity,2023,4,62
1F,Paternity,2023,5,59
1F,Paternity,2023,6,40
1F,Paternity,2023,7,60
1F,Paternity,2023,8,51
1F,Paternity,2023,9,52
1F,Paternity,2023,10,38
1F,Paternity,2023,11,47
1F,Paternity,2023,12,54
1F,Paternity,2024,1,53
1F,Paternity,2024,2,46
1F,Paternity,2024,3,55
1F,Paternity,2024,4,55
1F,Paternity,2024,5,41
1F,Paternity,2024,6,27
1F,Paternity,2024,7,53
1F,Paternity,2024,8,58
1F,Paternity,2024,9,66
1F,Paternity,2024,10,57
1F,Paternity,2024,11,31
1F,Paternity,2024,12,37
2C,Civil_Action,1998,1,84
2C,Civil_Action,1998,2,64
2C,Civil_Action,1998,3,97
2C,Civil_Action,1998,4,95
2C,Civil_Action,1998,5,86
2C,Civil_Action,1998,6,110
2C,Civil_Action,1998,7,72
2C,Civil_Action,1998,8,65
2C,Civil_Action,1998,9,61
2C,Civil_Action,1998,10,76
2C,Civil_Action,1998,11,55
2C,Civil_Action,1998,12,76
2C,Civil_Action,1999,1,76
2C,Civil_Action,1999,2,56
2C,Civil_Action,1999,3,80
2C,Civil_Action,1999,4,90
2C,Civil_Action,1999,5,70
2C,Civil_Action,1999,6,63
2C,Civil_Action,1999,7,50
2C,Civil_Action,1999,8,60
2C,Civil_Action,1999,9,53
2C,Civil_Action,1999,10,62
2C,Civil_Action,1999,11,58
2C,Civil_Action,1999,12,68
2C,Civil_Action,2000,1,50
2C,Civil_Action,2000,2,38
2C,Civil_Action,2000,3,63
2C,Civil_Action,2000,4,57
2C,Civil_Action,2000,5,66
2C,Civil_Action,2000,6,70
2C,Civil_Action,2000,7,54
2C,Civil_Action,2000,8,64
2C,Civil_Action,2000,9,54
2C,Civil_Action,2000,10,66
2C,Civil_Action,2000,11,47
2C,Civil_Action,2000,12,46
2C,Civil_Action,2001,1,50
2C,Civil_Action,2001,2,55
2C,Civil_Action,2001,3,56
2C,Civil_Action,2001,4,62
2C,Civil_Action,2001,5,73
2C,Civil_Action,2001,6,57
2C,Civil_Action,2001,7,60
2C,Civil_Action,2001,8,62
2C,Civil_Action,2001,9,47
2C,Civil_Action,2001,10,57
2C,Civil_Action,2001,11,50
2C,Civil_Action,2001,12,54
2C,Civil_Action,2002,1,54
2C,Civil_Action,2002,2,49
2C,Civil_Action,2002,3,48
2C,Civil_Action,2002,4,60
2C,Civil_Action,2002,5,59
2C,Civil_Action,2002,6,40
2C,Civil_Action,2002,7,55
2C,Civil_Action,2002,8,56
2C,Civil_Action,2002,9,50
2C,Civil_Action,2002,10,47
2C,Civil_Action,2002,11,50
2C,Civil_Action,2002,12,38
2C,Civil_Action,2003,1,44
2C,Civil_Action,2003,2,44
2C,Civil_Action,2003,3,35
2C,Civil_Action,2003,4,54
2C,Civil_Action,2003,5,40
2C,Civil_Action,2003,6,39
2C,Civil_Action,2003,7,51
2C,Civil_Action,2003,8,50
2C,Civil_Action,2003,9,50
2C,Civil_Action,2003,10,46
2C,Civil_Action,2003,11,38
2C,Civil_Action,2003,12,52
2C,Civil_Action,2004,1,40
2C,Civil_Action,2004,2,39
2C,Civil_Action,2004,3,46
2C,Civil_Action,2004,4,61
2C,Civil_Action,2004,5,41
2C,Civil_Action,2004,6,42
2C,Civil_Action,2004,7,42
2C,Civil_Action,2004,8,46
2C,Civil_Action,2004,9,42
2C,Civil_Action,2004,10,45
2C,Civil_Action,2004,11,37
2C,Civil_Action,2004,12,34
2C,Civil_Action,2005,1,34
2C,Civil_Action,2005,2,43
2C,Civil_Action,2005,3,48
2C,Civil_Action,2005,4,38
2C,Civil_Action,2005,5,50
2C,Civil_Action,2005,6,40
2C,Civil_Action,2005,7,45
2C,Civil_Action,2005,8,54
2C,Civil_Action,2005,9,48
2C,Civil_Action,2005,10,46
2C,Civil_Action,2005,11,42
2C,Civil_Action,2005,12,42
2C,Civil_Action,2006,1,35
2C,Civil_Action,2006,2,33
2C,Civil_Action,2006,3,54
2C,Civil_Action,2006,4,33
2C,Civil_Action,2006,5,32
2C,Civil_Action,2006,6,35
2C,Civil_Action,2006,7,51
2C,Civil_Action,2006,8,44
2C,Civil_Action,2006,9,36
2C,Civil_Action,2006,10,36
2C,Civil_Action,2006,11,50
2C,Civil_Action,2006,12,30
2C,Civil_Action,2007,1,30
2C,Civil_Action,2007,2,34
2C,Civil_Action,2007,3,57
2C,Civil_Action,2007,4,39
2C,Civil_Action,2007,5,41
2C,Civil_Action,2007,6,36
2C,Civil_Action,2007,7,37
2C,Civil_Action,2007,8,70
2C,Civil_Action,2007,9,53
2C,Civil_Action,2007,10,75
2C,Civil_Action,2007,11,38
2C,Civil_Action,2007,12,50
2C,Civil_Action,2008,1,55
2C,Civil_Action,2008,2,53
2C,Civil_Action,2008,3,61
2C,Civil_Action,2008,4,52
2C,Civil_Action,2008,5,72
2C,Civil_Action,2008,6,58
2C,Civil_Action,2008,7,79
2C,Civil_Action,2008,8,67
2C,Civil_Action,2008,9,60
2C,Civil_Action,2008,10,65
2C,Civil_Action,2008,11,61
2C,Civil_Action,2008,12,69
2C,Civil_Action,2009,1,76
2C,Civil_Action,2009,2,67
2C,Civil_Action,2009,3,103
2C,Civil_Action,2009,4,86
2C,Civil_Action,2009,5,78
2C,Civil_Action,2009,6,68
2C,Civil_Action,2009,7,96
2C,Civil_Action,2009,8,79
2C,Civil_Action,2009,9,104
2C,Civil_Action,2009,10,90
2C,Civil_Action,2009,11,66
2C,Civil_Action,2009,12,81
2C,Civil_Action,2010,1,45
2C,Civil_Action,2010,2,98
2C,Civil_Action,2010,3,62
2C,Civil_Action,2010,4,78
2C,Civil_Action,2010,5,65
2C,Civil_Action,2010,6,63
2C,Civil_Action,2010,7,75
2C,Civil_Action,2010,8,66
2C,Civil_Action,2010,9,79
2C,Civil_Action,2010,10,62
2C,Civil_Action,2010,11,47
2C,Civil_Action,2010,12,54
2C,Civil_Action,2011,1,58
2C,Civil_Action,2011,2,58
2C,Civil_Action,2011,3,61
2C,Civil_Action,2011,4,48
2C,Civil_Action,2011,5,67
2C,Civil_Action,2011,6,107
2C,Civil_Action,2011,7,86
2C,Civil_Action,2011,8,115
2C,Civil_Action,2011,9,120
2C,Civil_Action,2011,10,94
2C,Civil_Action,2011,11,133
2C,Civil_Action,2011,12,115
2C,Civil_Action,2012,1,105
2C,Civil_Action,2012,2,109
2C,Civil_Action,2012,3,116
2C,Civil_Action,2012,4,116
2C,Civil_Action,2012,5,110
2C,Civil_Action,2012,6,110
2C,Civil_Action,2012,7,64
2C,Civil_Action,2012,8,27
2C,Civil_Action,2012,9,36
2C,Civil_Action,2012,10,51
2C,Civil_Action,2012,11,91
2C,Civil_Action,2012,12,102
2C,Civil_Action,2013,1,146
2C,Civil_Action,2013,2,124
2C,Civil_Action,2013,3,148
2C,Civil_Action,2013,4,110
2C,Civil_Action,2013,5,120
2C,Civil_Action,2013,6,83
2C,Civil_Action,2013,7,78
2C,Civil_Action,2013,8,79
2C,Civil_Action,2013,9,71
2C,Civil_Action,2013,10,58
2C,Civil_Action,2013,11,57
2C,Civil_Action,2013,12,52
2C,Civil_Action,2014,1,54
2C,Civil_Action,2014,2,68
2C,Civil_Action,2014,3,84
2C,Civil_Action,2014,4,88
2C,Civil_Action,2014,5,51
2C,Civil_Action,2014,6,50
2C,Civil_Action,2014,7,54
2C,Civil_Action,2014,8,51
2C,Civil_Action,2014,9,69
2C,Civil_Action,2014,10,56
2C,Civil_Action,2014,11,58
2C,Civil_Action,2014,12,71
2C,Civil_Action,2015,1,54
2C,Civil_Action,2015,2,44
2C,Civil_Action,2015,3,67
2C,Civil_Action,2015,4,65
2C,Civil_Action,2015,5,60
2C,Civil_Action,2015,6,60
2C,Civil_Action,2015,7,62
2C,Civil_Action,2015,8,54
2C,Civil_Action,2015,9,50
2C,Civil_Action,2015,10,49
2C,Civil_Action,2015,11,42
2C,Civil_Action,2015,12,39
2C,Civil_Action,2016,1,50
2C,Civil_Action,2016,2,61
2C,Civil_Action,2016,3,54
2C,Civil_Action,2016,4,64
2C,Civil_Action,2016,5,62
2C,Civil_Action,2016,6,85
2C,Civil_Action,2016,7,48
2C,Civil_Action,2016,8,46
2C,Civil_Action,2016,9,42
2C,Civil_Action,2016,10,47
2C,Civil_Action,2016,11,34
2C,Civil_Action,2016,12,44
2C,Civil_Action,2017,1,39
2C,Civil_Action,2017,2,37
2C,Civil_Action,2017,3,52
2C,Civil_Action,2017,4,52
2C,Civil_Action,2017,5,55
2C,Civil_Action,2017,6,42
2C,Civil_Action,2017,7,42
2C,Civil_Action,2017,8,48
2C,Civil_Action,2017,9,52
2C,Civil_Action,2017,10,38
2C,Civil_Action,2017,11,40
2C,Civil_Action,2017,12,37
2C,Civil_Action,2018,1,60
2C,Civil_Action,2018,2,41
2C,Civil_Action,2018,3,44
2C,Civil_Action,2018,4,51
2C,Civil_Action,2018,5,43
2C,Civil_Action,2018,6,37
2C,Civil_Action,2018,7,41
2C,Civil_Action,2018,8,40
2C,Civil_Action,2018,9,32
2C,Civil_Action,2018,10,44
2C,Civil_Action,2018,11,31
2C,Civil_Action,2018,12,38
2C,Civil_Action,2019,1,34
2C,Civil_Action,2019,2,36
2C,Civil_Action,2019,3,46
2C,Civil_Action,2019,4,44
2C,Civil_Action,2019,5,30
2C,Civil_Action,2019,6,27
2C,Civil_Action,2019,7,30
2C,Civil_Action,2019,8,40
2C,Civil_Action,2019,9,47
2C,Civil_Action,2019,10,50
2C,Civil_Action,2019,11,31
2C,Civil_Action,2019,12,27
2C,Civil_Action,2020,1,26
2C,Civil_Action,2020,2,32
2C,Civil_Action,2020,3,33
2C,Civil_Action,2020,4,28
2C,Civil_Action,2020,5,30
2C,Civil_Action,2020,6,23
2C,Civil_Action,2020,7,33
2C,Civil_Action,2020,8,30
2C,Civil_Action,2020,9,36
2C,Civil_Action,2020,10,33
2C,Civil_Action,2020,11,34
2C,Civil_Action,2020,12,25
2C,Civil_Action,2021,1,28
2C,Civil_Action,2021,2,26
2C,Civil_Action,2021,3,31
2C,Civil_Action,2021,4,45
2C,Civil_Action,2021,5,29
2C,Civil_Action,2021,6,33
2C,Civil_Action,2021,7,36
2C,Civil_Action,2021,8,33
2C,Civil_Action,2021,9,32
2C,Civil_Action,2021,10,27
2C,Civil_Action,2021,11,45
2C,Civil_Action,2021,12,37
2C,Civil_Action,2022,1,26
2C,Civil_Action,2022,2,29
2C,Civil_Action,2022,3,32
2C,Civil_Action,2022,4,30
2C,Civil_Action,2022,5,28
2C,Civil_Action,2022,6,25
2C,Civil_Action,2022,7,15
2C,Civil_Action,2022,8,23
2C,Civil_Action,2022,9,21
2C,Civil_Action,2022,10,21
2C,Civil_Action,2022,11,34
2C,Civil_Action,2022,12,29
2C,Civil_Action,2023,1,30
2C,Civil_Action,2023,2,30
2C,Civil_Action,2023,3,37
2C,Civil_Action,2023,4,30
2C,Civil_Action,2023,5,21
2C,Civil_Action,2023,6,33
2C,Civil_Action,2023,7,31
2C,Civil_Action,2023,8,37
2C,Civil_Action,2023,9,53
2C,Civil_Action,2023,10,49
2C,Civil_Action,2023,11,39
2C,Civil_Action,2023,12,58
2C,Civil_Action,2024,1,29
2C,Civil_Action,2024,2,32
2C,Civil_Action,2024,3,44
2C,Civil_Action,2024,4,294
2C,Civil_Action,2024,5,81
2C,Civil_Action,2024,6,69
2C,Civil_Action,2024,7,182
2C,Civil_Action,2024,8,132
2C,Civil_Action,2024,9,46
2C,Civil_Action,2024,10,57
2C,Civil_Action,2024,11,58
2C,Civil_Action,2024,12,43
2C,Criminal_Action,1998,1,42
2C,Criminal_Action,1998,2,78
2C,Criminal_Action,1998,3,65
2C,Criminal_Action,1998,4,72
2C,Criminal_Action,1998,5,58
2C,Criminal_Action,1998,6,65
2C,Criminal_Action,1998,7,68
2C,Criminal_Action,1998,8,64
2C,Criminal_Action,1998,9,57
2C,Criminal_Action,1998,10,66
2C,Criminal_Action,1998,11,59
2C,Criminal_Action,1998,12,57
2C,Criminal_Action,1999,1,45
2C,Criminal_Action,1999,2,42
2C,Criminal_Action,1999,3,62
2C,Criminal_Action,1999,4,54
2C,Criminal_Action,1999,5,58
2C,Criminal_Action,1999,6,62
2C,Criminal_Action,1999,7,56
2C,Criminal_Action,1999,8,46
2C,Criminal_Action,1999,9,45
2C,Criminal_Action,1999,10,59
2C,Criminal_Action,1999,11,57
2C,Criminal_Action,1999,12,54
2C,Criminal_Action,2000,1,46
2C,Criminal_Action,2000,2,41
2C,Criminal_Action,2000,3,58
2C,Criminal_Action,2000,4,33
2C,Criminal_Action,2000,5,91
2C,Criminal_Action,2000,6,56
2C,Criminal_Action,2000,7,58
2C,Criminal_Action,2000,8,74
2C,Criminal_Action,2000,9,53
2C,Criminal_Action,2000,10,68
2C,Criminal_Action,2000,11,50
2C,Criminal_Action,2000,12,57
2C,Criminal_Action,2001,1,59
2C,Criminal_Action,2001,2,46
2C,Criminal_Action,2001,3,45
2C,Criminal_Action,2001,4,67
2C,Criminal_Action,2001,5,62
2C,Criminal_Action,2001,6,58
2C,Criminal_Action,2001,7,55
2C,Criminal_Action,2001,8,57
2C,Criminal_Action,2001,9,51
2C,Criminal_Action,2001,10,70
2C,Criminal_Action,2001,11,49
2C,Criminal_Action,2001,12,50
2C,Criminal_Action,2002,1,53
2C,Criminal_Action,2002,2,56
2C,Criminal_Action,2002,3,49
2C,Criminal_Action,2002,4,68
2C,Criminal_Action,2002,5,68
2C,Criminal_Action,2002,6,51
2C,Criminal_Action,2002,7,69
2C,Criminal_Action,2002,8,51
2C,Criminal_Action,2002,9,81
2C,Criminal_Action,2002,10,49
2C,Criminal_Action,2002,11,52
2C,Criminal_Action,2002,12,92
2C,Criminal_Action,2003,1,52
2C,Criminal_Action,2003,2,39
2C,Criminal_Action,2003,3,58
2C,Criminal_Action,2003,4,59
2C,Criminal_Action,2003,5,55
2C,Criminal_Action,2003,6,70
2C,Criminal_Action,2003,7,65
2C,Criminal_Action,2003,8,41
2C,Criminal_Action,2003,9,57
2C,Criminal_Action,2003,10,65
2C,Criminal_Action,2003,11,52
2C,Criminal_Action,2003,12,56
2C,Criminal_Action,2004,1,48
2C,Criminal_Action,2004,2,46
2C,Criminal_Action,2004,3,61
2C,Criminal_Action,2004,4,72
2C,Criminal_Action,2004,5,46
2C,Criminal_Action,2004,6,59
2C,Criminal_Action,2004,7,44
2C,Criminal_Action,2004,8,46
2C,Criminal_Action,2004,9,55
2C,Criminal_Action,2004,10,54
2C,Criminal_Action,2004,11,58
2C,Criminal_Action,2004,12,63
2C,Criminal_Action,2005,1,40
2C,Criminal_Action,2005,2,53
2C,Criminal_Action,2005,3,58
2C,Criminal_Action,2005,4,65
2C,Criminal_Action,2005,5,59
2C,Criminal_Action,2005,6,54
2C,Criminal_Action,2005,7,49
2C,Criminal_Action,2005,8,45
2C,Criminal_Action,2005,9,55
2C,Criminal_Action,2005,10,62
2C,Criminal_Action,2005,11,34
2C,Criminal_Action,2005,12,65
2C,Criminal_Action,2006,1,38
2C,Criminal_Action,2006,2,45
2C,Criminal_Action,2006,3,68
2C,Criminal_Action,2006,4,42
2C,Criminal_Action,2006,5,71
2C,Criminal_Action,2006,6,41
2C,Criminal_Action,2006,7,70
2C,Criminal_Action,2006,8,67
2C,Criminal_Action,2006,9,50
2C,Criminal_Action,2006,10,70
2C,Criminal_Action,2006,11,35
2C,Criminal_Action,2006,12,51
2C,Criminal_Action,2007,1,43
2C,Criminal_Action,2007,2,52
2C,Criminal_Action,2007,3,82
2C,Criminal_Action,2007,4,63
2C,Criminal_Action,2007,5,70
2C,Criminal_Action,2007,6,74
2C,Criminal_Action,2007,7,63
2C,Criminal_Action,2007,8,85
2C,Criminal_Action,2007,9,66
2C,Criminal_Action,2007,10,62
2C,Criminal_Action,2007,11,68
2C,Criminal_Action,2007,12,53
2C,Criminal_Action,2008,1,54
2C,Criminal_Action,2008,2,72
2C,Criminal_Action,2008,3,95
2C,Criminal_Action,2008,4,76
2C,Criminal_Action,2008,5,68
2C,Criminal_Action,2008,6,57
2C,Criminal_Action,2008,7,60
2C,Criminal_Action,2008,8,49
2C,Criminal_Action,2008,9,61
2C,Criminal_Action,2008,10,66
2C,Criminal_Action,2008,11,54
2C,Criminal_Action,2008,12,59
2C,Criminal_Action,2009,1,52
2C,Criminal_Action,2009,2,49
2C,Criminal_Action,2009,3,63
2C,Criminal_Action,2009,4,69
2C,Criminal_Action,2009,5,48
2C,Criminal_Action,2009,6,77
2C,Criminal_Action,2009,7,63
2C,Criminal_Action,2009,8,66
2C,Criminal_Action,2009,9,57
2C,Criminal_Action,2009,10,94
2C,Criminal_Action,2009,11,62
2C,Criminal_Action,2009,12,58
2C,Criminal_Action,2010,1,50
2C,Criminal_Action,2010,2,54
2C,Criminal_Action,2010,3,61
2C,Criminal_Action,2010,4,39
2C,Criminal_Action,2010,5,45
2C,Criminal_Action,2010,6,65
2C,Criminal_Action,2010,7,55
2C,Criminal_Action,2010,8,62
2C,Criminal_Action,2010,9,67
2C,Criminal_Action,2010,10,69
2C,Criminal_Action,2010,11,56
2C,Criminal_Action,2010,12,53
2C,Criminal_Action,2011,1,59
2C,Criminal_Action,2011,2,60
2C,Criminal_Action,2011,3,60
2C,Criminal_Action,2011,4,49
2C,Criminal_Action,2011,5,51
2C,Criminal_Action,2011,6,55
2C,Criminal_Action,2011,7,66
2C,Criminal_Action,2011,8,71
2C,Criminal_Action,2011,9,62
2C,Criminal_Action,2011,10,56
2C,Criminal_Action,2011,11,56
2C,Criminal_Action,2011,12,59
2C,Criminal_Action,2012,1,49
2C,Criminal_Action,2012,2,77
2C,Criminal_Action,2012,3,72
2C,Criminal_Action,2012,4,78
2C,Criminal_Action,2012,5,65
2C,Criminal_Action,2012,6,80
2C,Criminal_Action,2012,7,79
2C,Criminal_Action,2012,8,68
2C,Criminal_Action,2012,9,62
2C,Criminal_Action,2012,10,71
2C,Criminal_Action,2012,11,62
2C,Criminal_Action,2012,12,48
2C,Criminal_Action,2013,1,69
2C,Criminal_Action,2013,2,84
2C,Criminal_Action,2013,3,82
2C,Criminal_Action,2013,4,91
2C,Criminal_Action,2013,5,64
2C,Criminal_Action,2013,6,76
2C,Criminal_Action,2013,7,95
2C,Criminal_Action,2013,8,82
2C,Criminal_Action,2013,9,64
2C,Criminal_Action,2013,10,109
2C,Criminal_Action,2013,11,79
2C,Criminal_Action,2013,12,78
2C,Criminal_Action,2014,1,68
2C,Criminal_Action,2014,2,72
2C,Criminal_Action,2014,3,90
2C,Criminal_Action,2014,4,68
2C,Criminal_Action,2014,5,80
2C,Criminal_Action,2014,6,76
2C,Criminal_Action,2014,7,97
2C,Criminal_Action,2014,8,74
2C,Criminal_Action,2014,9,75
2C,Criminal_Action,2014,10,86
2C,Criminal_Action,2014,11,50
2C,Criminal_Action,2014,12,88
2C,Criminal_Action,2015,1,49
2C,Criminal_Action,2015,2,86
2C,Criminal_Action,2015,3,54
2C,Criminal_Action,2015,4,86
2C,Criminal_Action,2015,5,87
2C,Criminal_Action,2015,6,139
2C,Criminal_Action,2015,7,145
2C,Criminal_Action,2015,8,135
2C,Criminal_Action,2015,9,112
2C,Criminal_Action,2015,10,88
2C,Criminal_Action,2015,11,86
2C,Criminal_Action,2015,12,92
2C,Criminal_Action,2016,1,86
2C,Criminal_Action,2016,2,78
2C,Criminal_Action,2016,3,81
2C,Criminal_Action,2016,4,84
2C,Criminal_Action,2016,5,99
2C,Criminal_Action,2016,6,85
2C,Criminal_Action,2016,7,85
2C,Criminal_Action,2016,8,98
2C,Criminal_Action,2016,9,97
2C,Criminal_Action,2016,10,78
2C,Criminal_Action,2016,11,83
2C,Criminal_Action,2016,12,81
2C,Criminal_Action,2017,1,73
2C,Criminal_Action,2017,2,78
2C,Criminal_Action,2017,3,98
2C,Criminal_Action,2017,4,70
