COURT,CASE_TYPE_NAME,YEAR,MONTH,CASE_COUNT
2F,Paternity,2022,6,13
2F,Paternity,2022,7,9
2F,Paternity,2022,8,22
2F,Paternity,2022,9,12
2F,Paternity,2022,10,17
2F,Paternity,2022,11,8
2F,Paternity,2022,12,19
2F,Paternity,2023,1,7
2F,Paternity,2023,2,13
2F,Paternity,2023,3,18
2F,Paternity,2023,4,13
2F,Paternity,2023,5,14
2F,Paternity,2023,6,8
2F,Paternity,2023,7,13
2F,Paternity,2023,8,11
2F,Paternity,2023,9,17
2F,Paternity,2023,10,10
2F,Paternity,2023,11,7
2F,Paternity,2023,12,9
2F,Paternity,2024,1,10
2F,Paternity,2024,2,14
2F,Paternity,2024,3,12
2F,Paternity,2024,4,17
2F,Paternity,2024,5,14
2F,Paternity,2024,6,9
2F,Paternity,2024,7,15
2F,Paternity,2024,8,8
2F,Paternity,2024,9,3
2F,Paternity,2024,10,14
2F,Paternity,2024,11,16
2F,Paternity,2024,12,5
3C,Civil_Action,1998,1,75
3C,Civil_Action,1998,2,70
3C,Civil_Action,1998,3,76
3C,Civil_Action,1998,4,86
3C,Civil_Action,1998,5,88
3C,Civil_Action,1998,6,93
3C,Civil_Action,1998,7,60
3C,Civil_Action,1998,8,65
3C,Civil_Action,1998,9,76
3C,Civil_Action,1998,10,74
3C,Civil_Action,1998,11,71
3C,Civil_Action,1998,12,52
3C,Civil_Action,1999,1,80
3C,Civil_Action,1999,2,67
3C,Civil_Action,1999,3,66
3C,Civil_Action,1999,4,87
3C,Civil_Action,1999,5,69
3C,Civil_Action,1999,6,72
3C,Civil_Action,1999,7,58
3C,Civil_Action,1999,8,68
3C,Civil_Action,1999,9,78
3C,Civil_Action,1999,10,60
3C,Civil_Action,1999,11,68
3C,Civil_Action,1999,12,74
3C,Civil_Action,2000,1,73
3C,Civil_Action,2000,2,77
3C,Civil_Action,2000,3,83
3C,Civil_Action,2000,4,52
3C,Civil_Action,2000,5,52
3C,Civil_Action,2000,6,49
3C,Civil_Action,2000,7,58
3C,Civil_Action,2000,8,74
3C,Civil_Action,2000,9,70
3C,Civil_Action,2000,10,74
3C,Civil_Action,2000,11,50
3C,Civil_Action,2000,12,46
3C,Civil_Action,2001,1,56
3C,Civil_Action,2001,2,64
3C,Civil_Action,2001,3,95
3C,Civil_Action,2001,4,69
3C,Civil_Action,2001,5,72
3C,Civil_Action,2001,6,68
3C,Civil_Action,2001,7,45
3C,Civil_Action,2001,8,61
3C,Civil_Action,2001,9,64
3C,Civil_Action,2001,10,67
3C,Civil_Action,2001,11,68
3C,Civil_Action,2001,12,39
3C,Civil_Action,2002,1,58
3C,Civil_Action,2002,2,70
3C,Civil_Action,2002,3,59
3C,Civil_Action,2002,4,69
3C,Civil_Action,2002,5,52
3C,Civil_Action,2002,6,42
3C,Civil_Action,2002,7,77
3C,Civil_Action,2002,8,53
3C,Civil_Action,2002,9,51
3C,Civil_Action,2002,10,59
3C,Civil_Action,2002,11,52
3C,Civil_Action,2002,12,50
3C,Civil_Action,2003,1,44
3C,Civil_Action,2003,2,55
3C,Civil_Action,2003,3,45
3C,Civil_Action,2003,4,41
3C,Civil_Action,2003,5,56
3C,Civil_Action,2003,6,42
3C,Civil_Action,2003,7,59
3C,Civil_Action,2003,8,38
3C,Civil_Action,2003,9,54
3C,Civil_Action,2003,10,41
3C,Civil_Action,2003,11,39
3C,Civil_Action,2003,12,45
3C,Civil_Action,2004,1,35
3C,Civil_Action,2004,2,47
3C,Civil_Action,2004,3,62
3C,Civil_Action,2004,4,49
3C,Civil_Action,2004,5,45
3C,Civil_Action,2004,6,53
3C,Civil_Action,2004,7,54
3C,Civil_Action,2004,8,82
3C,Civil_Action,2004,9,37
3C,Civil_Action,2004,10,36
3C,Civil_Action,2004,11,60
3C,Civil_Action,2004,12,53
3C,Civil_Action,2005,1,50
3C,Civil_Action,2005,2,67
3C,Civil_Action,2005,3,90
3C,Civil_Action,2005,4,45
3C,Civil_Action,2005,5,43
3C,Civil_Action,2005,6,40
3C,Civil_Action,2005,7,42
3C,Civil_Action,2005,8,48
3C,Civil_Action,2005,9,41
3C,Civil_Action,2005,10,45
3C,Civil_Action,2005,11,49
3C,Civil_Action,2005,12,58
3C,Civil_Action,2006,1,54
3C,Civil_Action,2006,2,46
3C,Civil_Action,2006,3,54
3C,Civil_Action,2006,4,49
3C,Civil_Action,2006,5,44
3C,Civil_Action,2006,6,52
3C,Civil_Action,2006,7,59
3C,Civil_Action,2006,8,58
3C,Civil_Action,2006,9,45
3C,Civil_Action,2006,10,61
3C,Civil_Action,2006,11,50
3C,Civil_Action,2006,12,42
3C,Civil_Action,2007,1,51
3C,Civil_Action,2007,2,48
3C,Civil_Action,2007,3,75
3C,Civil_Action,2007,4,52
3C,Civil_Action,2007,5,52
3C,Civil_Action,2007,6,52
3C,Civil_Action,2007,7,64
3C,Civil_Action,2007,8,56
3C,Civil_Action,2007,9,57
3C,Civil_Action,2007,10,65
3C,Civil_Action,2007,11,91
3C,Civil_Action,2007,12,60
3C,Civil_Action,2008,1,54
3C,Civil_Action,2008,2,69
3C,Civil_Action,2008,3,57
3C,Civil_Action,2008,4,63
3C,Civil_Action,2008,5,83
3C,Civil_Action,2008,6,73
3C,Civil_Action,2008,7,66
3C,Civil_Action,2008,8,79
3C,Civil_Action,2008,9,71
3C,Civil_Action,2008,10,89
3C,Civil_Action,2008,11,59
3C,Civil_Action,2008,12,82
3C,Civil_Action,2009,1,60
3C,Civil_Action,2009,2,58
3C,Civil_Action,2009,3,101
3C,Civil_Action,2009,4,109
3C,Civil_Action,2009,5,68
3C,Civil_Action,2009,6,106
3C,Civil_Action,2009,7,92
3C,Civil_Action,2009,8,73
3C,Civil_Action,2009,9,84
3C,Civil_Action,2009,10,104
3C,Civil_Action,2009,11,66
3C,Civil_Action,2009,12,66
3C,Civil_Action,2010,1,53
3C,Civil_Action,2010,2,78
3C,Civil_Action,2010,3,77
3C,Civil_Action,2010,4,87
3C,Civil_Action,2010,5,71
3C,Civil_Action,2010,6,57
3C,Civil_Action,2010,7,88
3C,Civil_Action,2010,8,63
3C,Civil_Action,2010,9,64
3C,Civil_Action,2010,10,88
3C,Civil_Action,2010,11,63
3C,Civil_Action,2010,12,53
3C,Civil_Action,2011,1,82
3C,Civil_Action,2011,2,68
3C,Civil_Action,2011,3,77
3C,Civil_Action,2011,4,61
3C,Civil_Action,2011,5,81
3C,Civil_Action,2011,6,92
3C,Civil_Action,2011,7,103
3C,Civil_Action,2011,8,131
3C,Civil_Action,2011,9,138
3C,Civil_Action,2011,10,153
3C,Civil_Action,2011,11,137
3C,Civil_Action,2011,12,168
3C,Civil_Action,2012,1,98
3C,Civil_Action,2012,2,122
3C,Civil_Action,2012,3,172
3C,Civil_Action,2012,4,138
3C,Civil_Action,2012,5,142
3C,Civil_Action,2012,6,148
3C,Civil_Action,2012,7,54
3C,Civil_Action,2012,8,44
3C,Civil_Action,2012,9,42
3C,Civil_Action,2012,10,106
3C,Civil_Action,2012,11,116
3C,Civil_Action,2012,12,119
3C,Civil_Action,2013,1,138
3C,Civil_Action,2013,2,158
3C,Civil_Action,2013,3,186
3C,Civil_Action,2013,4,173
3C,Civil_Action,2013,5,130
3C,Civil_Action,2013,6,80
3C,Civil_Action,2013,7,94
3C,Civil_Action,2013,8,104
3C,Civil_Action,2013,9,83
3C,Civil_Action,2013,10,85
3C,Civil_Action,2013,11,76
3C,Civil_Action,2013,12,60
3C,Civil_Action,2014,1,91
3C,Civil_Action,2014,2,97
3C,Civil_Action,2014,3,76
3C,Civil_Action,2014,4,97
3C,Civil_Action,2014,5,61
3C,Civil_Action,2014,6,59
3C,Civil_Action,2014,7,93
3C,Civil_Action,2014,8,85
3C,Civil_Action,2014,9,74
3C,Civil_Action,2014,10,83
3C,Civil_Action,2014,11,63
3C,Civil_Action,2014,12,61
3C,Civil_Action,2015,1,65
3C,Civil_Action,2015,2,89
3C,Civil_Action,2015,3,82
3C,Civil_Action,2015,4,84
3C,Civil_Action,2015,5,98
3C,Civil_Action,2015,6,74
3C,Civil_Action,2015,7,77
3C,Civil_Action,2015,8,85
3C,Civil_Action,2015,9,49
3C,Civil_Action,2015,10,66
3C,Civil_Action,2015,11,55
3C,Civil_Action,2015,12,87
3C,Civil_Action,2016,1,61
3C,Civil_Action,2016,2,76
3C,Civil_Action,2016,3,102
3C,Civil_Action,2016,4,81
3C,Civil_Action,2016,5,74
3C,Civil_Action,2016,6,71
3C,Civil_Action,2016,7,73
3C,Civil_Action,2016,8,60
3C,Civil_Action,2016,9,63
3C,Civil_Action,2016,10,83
3C,Civil_Action,2016,11,59
3C,Civil_Action,2016,12,60
3C,Civil_Action,2017,1,60
3C,Civil_Action,2017,2,74
3C,Civil_Action,2017,3,105
3C,Civil_Action,2017,4,47
3C,Civil_Action,2017,5,89
3C,Civil_Action,2017,6,57
3C,Civil_Action,2017,7,72
3C,Civil_Action,2017,8,49
3C,Civil_Action,2017,9,69
3C,Civil_Action,2017,10,70
3C,Civil_Action,2017,11,68
3C,Civil_Action,2017,12,52
3C,Civil_Action,2018,1,56
3C,Civil_Action,2018,2,36
3C,Civil_Action,2018,3,43
3C,Civil_Action,2018,4,57
3C,Civil_Action,2018,5,57
3C,Civil_Action,2018,6,35
3C,Civil_Action,2018,7,47
3C,Civil_Action,2018,8,51
3C,Civil_Action,2018,9,40
3C,Civil_Action,2018,10,70
3C,Civil_Action,2018,11,58
3C,Civil_Action,2018,12,33
3C,Civil_Action,2019,1,70
3C,Civil_Action,2019,2,45
3C,Civil_Action,2019,3,61
3C,Civil_Action,2019,4,59
3C,Civil_Action,2019,5,45
3C,Civil_Action,2019,6,40
3C,Civil_Action,2019,7,60
3C,Civil_Action,2019,8,49
3C,Civil_Action,2019,9,55
3C,Civil_Action,2019,10,69
3C,Civil_Action,2019,11,49
3C,Civil_Action,2019,12,39
3C,Civil_Action,2020,1,51
3C,Civil_Action,2020,2,47
3C,Civil_Action,2020,3,39
3C,Civil_Action,2020,4,40
3C,Civil_Action,2020,5,41
3C,Civil_Action,2020,6,39
3C,Civil_Action,2020,7,34
3C,Civil_Action,2020,8,34
3C,Civil_Action,2020,9,35
3C,Civil_Action,2020,10,43
3C,Civil_Action,2020,11,31
3C,Civil_Action,2020,12,47
3C,Civil_Action,2021,1,28
3C,Civil_Action,2021,2,30
3C,Civil_Action,2021,3,32
3C,Civil_Action,2021,4,28
3C,Civil_Action,2021,5,32
3C,Civil_Action,2021,6,48
3C,Civil_Action,2021,7,31
3C,Civil_Action,2021,8,29
3C,Civil_Action,2021,9,32
3C,Civil_Action,2021,10,29
3C,Civil_Action,2021,11,35
3C,Civil_Action,2021,12,31
3C,Civil_Action,2022,1,34
3C,Civil_Action,2022,2,23
3C,Civil_Action,2022,3,34
3C,Civil_Action,2022,4,31
3C,Civil_Action,2022,5,31
3C,Civil_Action,2022,6,43
3C,Civil_Action,2022,7,23
3C,Civil_Action,2022,8,43
3C,Civil_Action,2022,9,58
3C,Civil_Action,2022,10,39
3C,Civil_Action,2022,11,47
3C,Civil_Action,2022,12,34
3C,Civil_Action,2023,1,42
3C,Civil_Action,2023,2,41
3C,Civil_Action,2023,3,41
3C,Civil_Action,2023,4,44
3C,Civil_Action,2023,5,41
3C,Civil_Action,2023,6,39
3C,Civil_Action,2023,7,32
3C,Civil_Action,2023,8,43
3C,Civil_Action,2023,9,40
3C,Civil_Action,2023,10,30
3C,Civil_Action,2023,11,41
3C,Civil_Action,2023,12,35
3C,Civil_Action,2024,1,34
3C,Civil_Action,2024,2,42
3C,Civil_Action,2024,3,45
3C,Civil_Action,2024,4,31
3C,Civil_Action,2024,5,44
3C,Civil_Action,2024,6,27
3C,Civil_Action,2024,7,48
3C,Civil_Action,2024,8,44
3C,Civil_Action,2024,9,38
3C,Civil_Action,2024,10,35
3C,Civil_Action,2024,11,40
3C,Civil_Action,2024,12,34
3C,Criminal_Action,1998,1,51
3C,Criminal_Action,1998,2,52
3C,Criminal_Action,1998,3,55
3C,Criminal_Action,1998,4,74
3C,Criminal_Action,1998,5,59
3C,Criminal_Action,1998,6,76
3C,Criminal_Action,1998,7,67
3C,Criminal_Action,1998,8,63
3C,Criminal_Action,1998,9,44
3C,Criminal_Action,1998,10,68
3C,Criminal_Action,1998,11,75
3C,Criminal_Action,1998,12,85
3C,Criminal_Action,1999,1,52
3C,Criminal_Action,1999,2,56
3C,Criminal_Action,1999,3,60
3C,Criminal_Action,1999,4,68
3C,Criminal_Action,1999,5,44
3C,Criminal_Action,1999,6,67
3C,Criminal_Action,1999,7,69
3C,Criminal_Action,1999,8,56
3C,Criminal_Action,1999,9,74
3C,Criminal_Action,1999,10,61
3C,Criminal_Action,1999,11,57
3C,Criminal_Action,1999,12,53
3C,Criminal_Action,2000,1,47
3C,Criminal_Action,2000,2,51
3C,Criminal_Action,2000,3,54
3C,Criminal_Action,2000,4,48
3C,Criminal_Action,2000,5,56
3C,Criminal_Action,2000,6,60
3C,Criminal_Action,2000,7,51
3C,Criminal_Action,2000,8,53
3C,Criminal_Action,2000,9,55
3C,Criminal_Action,2000,10,57
3C,Criminal_Action,2000,11,54
3C,Criminal_Action,2000,12,50
3C,Criminal_Action,2001,1,47
3C,Criminal_Action,2001,2,44
3C,Criminal_Action,2001,3,63
3C,Criminal_Action,2001,4,71
3C,Criminal_Action,2001,5,52
3C,Criminal_Action,2001,6,56
3C,Criminal_Action,2001,7,43
3C,Criminal_Action,2001,8,73
3C,Criminal_Action,2001,9,53
3C,Criminal_Action,2001,10,48
3C,Criminal_Action,2001,11,58
3C,Criminal_Action,2001,12,64
3C,Criminal_Action,2002,1,52
3C,Criminal_Action,2002,2,51
3C,Criminal_Action,2002,3,63
3C,Criminal_Action,2002,4,60
3C,Criminal_Action,2002,5,49
3C,Criminal_Action,2002,6,59
3C,Criminal_Action,2002,7,54
3C,Criminal_Action,2002,8,79
3C,Criminal_Action,2002,9,70
3C,Criminal_Action,2002,10,54
3C,Criminal_Action,2002,11,69
3C,Criminal_Action,2002,12,55
3C,Criminal_Action,2003,1,57
3C,Criminal_Action,2003,2,46
3C,Criminal_Action,2003,3,50
3C,Criminal_Action,2003,4,66
3C,Criminal_Action,2003,5,65
3C,Criminal_Action,2003,6,72
3C,Criminal_Action,2003,7,78
3C,Criminal_Action,2003,8,70
3C,Criminal_Action,2003,9,63
3C,Criminal_Action,2003,10,67
3C,Criminal_Action,2003,11,55
3C,Criminal_Action,2003,12,64
3C,Criminal_Action,2004,1,68
3C,Criminal_Action,2004,2,69
3C,Criminal_Action,2004,3,74
3C,Criminal_Action,2004,4,81
3C,Criminal_Action,2004,5,56
3C,Criminal_Action,2004,6,64
3C,Criminal_Action,2004,7,66
3C,Criminal_Action,2004,8,73
3C,Criminal_Action,2004,9,85
3C,Criminal_Action,2004,10,66
3C,Criminal_Action,2004,11,69
3C,Criminal_Action,2004,12,80
3C,Criminal_Action,2005,1,45
3C,Criminal_Action,2005,2,53
3C,Criminal_Action,2005,3,68
3C,Criminal_Action,2005,4,88
3C,Criminal_Action,2005,5,65
3C,Criminal_Action,2005,6,89
3C,Criminal_Action,2005,7,96
3C,Criminal_Action,2005,8,92
3C,Criminal_Action,2005,9,79
3C,Criminal_Action,2005,10,70
3C,Criminal_Action,2005,11,88
3C,Criminal_Action,2005,12,54
3C,Criminal_Action,2006,1,72
3C,Criminal_Action,2006,2,77
3C,Criminal_Action,2006,3,81
3C,Criminal_Action,2006,4,59
3C,Criminal_Action,2006,5,76
3C,Criminal_Action,2006,6,66
3C,Criminal_Action,2006,7,70
3C,Criminal_Action,2006,8,67
3C,Criminal_Action,2006,9,69
3C,Criminal_Action,2006,10,71
3C,Criminal_Action,2006,11,66
3C,Criminal_Action,2006,12,62
3C,Criminal_Action,2007,1,61
3C,Criminal_Action,2007,2,81
3C,Criminal_Action,2007,3,91
3C,Criminal_Action,2007,4,80
3C,Criminal_Action,2007,5,85
3C,Criminal_Action,2007,6,77
3C,Criminal_Action,2007,7,79
3C,Criminal_Action,2007,8,95
3C,Criminal_Action,2007,9,90
3C,Criminal_Action,2007,10,85
3C,Criminal_Action,2007,11,85
3C,Criminal_Action,2007,12,71
3C,Criminal_Action,2008,1,71
3C,Criminal_Action,2008,2,93
3C,Criminal_Action,2008,3,87
3C,Criminal_Action,2008,4,97
3C,Criminal_Action,2008,5,76
3C,Criminal_Action,2008,6,70
3C,Criminal_Action,2008,7,104
3C,Criminal_Action,2008,8,73
3C,Criminal_Action,2008,9,63
3C,Criminal_Action,2008,10,89
3C,Criminal_Action,2008,11,75
3C,Criminal_Action,2008,12,65
3C,Criminal_Action,2009,1,84
3C,Criminal_Action,2009,2,55
3C,Criminal_Action,2009,3,64
3C,Criminal_Action,2009,4,67
3C,Criminal_Action,2009,5,100
3C,Criminal_Action,2009,6,77
3C,Criminal_Action,2009,7,99
3C,Criminal_Action,2009,8,76
3C,Criminal_Action,2009,9,60
3C,Criminal_Action,2009,10,71
3C,Criminal_Action,2009,11,69
3C,Criminal_Action,2009,12,68
3C,Criminal_Action,2010,1,76
3C,Criminal_Action,2010,2,60
3C,Criminal_Action,2010,3,85
3C,Criminal_Action,2010,4,103
3C,Criminal_Action,2010,5,99
3C,Criminal_Action,2010,6,71
3C,Criminal_Action,2010,7,79
3C,Criminal_Action,2010,8,70
3C,Criminal_Action,2010,9,66
3C,Criminal_Action,2010,10,84
3C,Criminal_Action,2010,11,61
3C,Criminal_Action,2010,12,66
3C,Criminal_Action,2011,1,77
3C,Criminal_Action,2011,2,67
3C,Criminal_Action,2011,3,67
3C,Criminal_Action,2011,4,55
3C,Criminal_Action,2011,5,82
3C,Criminal_Action,2011,6,69
3C,Criminal_Action,2011,7,66
3C,Criminal_Action,2011,8,79
3C,Criminal_Action,2011,9,75
3C,Criminal_Action,2011,10,70
3C,Criminal_Action,2011,11,77
3C,Criminal_Action,2011,12,48
3C,Criminal_Action,2012,1,76
3C,Criminal_Action,2012,2,66
3C,Criminal_Action,2012,3,76
3C,Criminal_Action,2012,4,78
3C,Criminal_Action,2012,5,86
3C,Criminal_Action,2012,6,58
3C,Criminal_Action,2012,7,67
3C,Criminal_Action,2012,8,75
3C,Criminal_Action,2012,9,93
3C,Criminal_Action,2012,10,92
3C,Criminal_Action,2012,11,56
3C,Criminal_Action,2012,12,51
3C,Criminal_Action,2013,1,62
3C,Criminal_Action,2013,2,78
3C,Criminal_Action,2013,3,69
3C,Criminal_Action,2013,4,89
3C,Criminal_Action,2013,5,97
3C,Criminal_Action,2013,6,62
3C,Criminal_Action,2013,7,84
3C,Criminal_Action,2013,8,63
3C,Criminal_Action,2013,9,64
3C,Criminal_Action,2013,10,99
3C,Criminal_Action,2013,11,87
3C,Criminal_Action,2013,12,85
3C,Criminal_Action,2014,1,87
3C,Criminal_Action,2014,2,69
3C,Criminal_Action,2014,3,72
3C,Criminal_Action,2014,4,89
3C,Criminal_Action,2014,5,78
3C,Criminal_Action,2014,6,87
3C,Criminal_Action,2014,7,89
3C,Criminal_Action,2014,8,87
3C,Criminal_Action,2014,9,83
3C,Criminal_Action,2014,10,87
3C,Criminal_Action,2014,11,88
3C,Criminal_Action,2014,12,71
3C,Criminal_Action,2015,1,61
3C,Criminal_Action,2015,2,58
3C,Criminal_Action,2015,3,78
3C,Criminal_Action,2015,4,71
3C,Criminal_Action,2015,5,74
3C,Criminal_Action,2015,6,88
3C,Criminal_Action,2015,7,97
3C,Criminal_Action,2015,8,70
3C,Criminal_Action,2015,9,82
3C,Criminal_Action,2015,10,81
3C,Criminal_Action,2015,11,76
3C,Criminal_Action,2015,12,84
3C,Criminal_Action,2016,1,68
3C,Criminal_Action,2016,2,58
3C,Criminal_Action,2016,3,86
3C,Criminal_Action,2016,4,73
3C,Criminal_Action,2016,5,68
3C,Criminal_Action,2016,6,73
3C,Criminal_Action,2016,7,67
3C,Criminal_Action,2016,8,75
3C,Criminal_Action,2016,9,84
3C,Criminal_Action,2016,10,77
3C,Criminal_Action,2016,11,66
3C,Criminal_Action,2016,12,69
3C,Criminal_Action,2017,1,72
3C,Criminal_Action,2017,2,79
3C,Criminal_Action,2017,3,86
3C,Criminal_Action,2017,4,76
3C,Criminal_Action,2017,5,56
3C,Criminal_Action,2017,6,106
3C,Criminal_Action,2017,7,66
3C,Criminal_Action,2017,8,91
3C,Criminal_Action,2017,9,76
3C,Criminal_Action,2017,10,91
3C,Criminal_Action,2017,11,64
3C,Criminal_Action,2017,12,85
3C,Criminal_Action,2018,1,78
3C,Criminal_Action,2018,2,77
3C,Criminal_Action,2018,3,78
3C,Criminal_Action,2018,4,109
3C,Criminal_Action,2018,5,90
3C,Criminal_Action,2018,6,88
3C,Criminal_Action,2018,7,83
3C,Criminal_Action,2018,8,63
3C,Criminal_Action,2018,9,81
3C,Criminal_Action,2018,10,74
3C,Criminal_Action,2018,11,98
3C,Criminal_Action,2018,12,90
3C,Criminal_Action,2019,1,83
3C,Criminal_Action,2019,2,93
3C,Criminal_Action,2019,3,63
3C,Criminal_Action,2019,4,82
3C,Criminal_Action,2019,5,79
3C,Criminal_Action,2019,6,69
3C,Criminal_Action,2019,7,88
3C,Criminal_Action,2019,8,89
3C,Criminal_Action,2019,9,92
3C,Criminal_Action,2019,10,126
3C,Criminal_Action,2019,11,89
3C,Criminal_Action,2019,12,92
3C,Criminal_Action,2020,1,101
3C,Criminal_Action,2020,2,97
3C,Criminal_Action,2020,3,93
3C,Criminal_Action,2020,4,78
3C,Criminal_Action,2020,5,91
3C,Criminal_Action,2020,6,132
3C,Criminal_Action,2020,7,90
3C,Criminal_Action,2020,8,84
3C,Criminal_Action,2020,9,89
3C,Criminal_Action,2020,10,114
3C,Criminal_Action,2020,11,78
3C,Criminal_Action,2020,12,109
3C,Criminal_Action,2021,1,91
3C,Criminal_Action,2021,2,105
3C,Criminal_Action,2021,3,103
3C,Criminal_Action,2021,4,109
3C,Criminal_Action,2021,5,92
3C,Criminal_Action,2021,6,61
3C,Criminal_Action,2021,7,93
3C,Criminal_Action,2021,8,66
3C,Criminal_Action,2021,9,91
3C,Criminal_Action,2021,10,77
3C,Criminal_Action,2021,11,82
3C,Criminal_Action,2021,12,76
3C,Criminal_Action,2022,1,105
3C,Criminal_Action,2022,2,81
3C,Criminal_Action,2022,3,87
3C,Criminal_Action,2022,4,93
3C,Criminal_Action,2022,5,81
3C,Criminal_Action,2022,6,90
3C,Criminal_Action,2022,7,53
3C,Criminal_Action,2022,8,79
3C,Criminal_Action,2022,9,87
3C,Criminal_Action,2022,10,97
3C,Criminal_Action,2022,11,108
3C,Criminal_Action,2022,12,89
3C,Criminal_Action,2023,1,94
3C,Criminal_Action,2023,2,92
3C,Criminal_Action,2023,3,115
3C,Criminal_Action,2023,4,89
3C,Criminal_Action,2023,5,94
3C,Criminal_Action,2023,6,77
3C,Criminal_Action,2023,7,95
3C,Criminal_Action,2023,8,85
3C,Criminal_Action,2023,9,84
3C,Criminal_Action,2023,10,84
3C,Criminal_Action,2023,11,80
3C,Criminal_Action,2023,12,58
3C,Criminal_Action,2024,1,70
3C,Criminal_Action,2024,2,71
3C,Criminal_Action,2024,3,67
3C,Criminal_Action,2024,4,89
3C,Criminal_Action,2024,5,80
3C,Criminal_Action,2024,6,85
3C,Criminal_Action,2024,7,73
3C,Criminal_Action,2024,8,76
3C,Criminal_Action,2024,9,85
3C,Criminal_Action,2024,10,86
3C,Criminal_Action,2024,11,57
3C,Criminal_Action,2024,12,85
3D,Traffic,1998,1,4112
3D,Traffic,1998,2,4180
3D,Traffic,1998,3,4415
3D,Traffic,1998,4,4189
3D,Traffic,1998,5,4018
3D,Traffic,1998,6,4394
3D,Traffic,1998,7,4178
3D,Traffic,1998,8,4206
3D,Traffic,1998,9,5066
3D,Traffic,1998,10,4295
3D,Traffic,1998,11,3080
3D,Traffic,1998,12,3887
3D,Traffic,1999,1,4594
3D,Traffic,1999,2,5360
3D,Traffic,1999,3,4235
3D,Traffic,1999,4,5557
3D,Traffic,1999,5,4469
3D,Traffic,1999,6,4151
3D,Traffic,1999,7,4354
3D,Traffic,1999,8,3392
3D,Traffic,1999,9,4015
3D,Traffic,1999,10,3939
3D,Traffic,1999,11,3718
3D,Traffic,1999,12,3941
3D,Traffic,2000,1,4298
3D,Traffic,2000,2,3903
3D,Traffic,2000,3,4667
3D,Traffic,2000,4,3115
3D,Traffic,2000,5,4795
3D,Traffic,2000,6,4909
3D,Traffic,2000,7,4137
3D,Traffic,2000,8,5064
3D,Traffic,2000,9,4120
3D,Traffic,2000,10,4089
3D,Traffic,2000,11,3512
3D,Traffic,2000,12,3715
3D,Traffic,2001,1,4295
3D,Traffic,2001,2,3636
3D,Traffic,2001,3,4601
3D,Traffic,2001,4,3721
3D,Traffic,2001,5,4402
3D,Traffic,2001,6,3572
3D,Traffic,2001,7,3691
3D,Traffic,2001,8,4552
3D,Traffic,2001,9,3167
3D,Traffic,2001,10,4443
3D,Traffic,2001,11,4367
3D,Traffic,2001,12,3705
3D,Traffic,2002,1,4044
3D,Traffic,2002,2,3904
3D,Traffic,2002,3,4956
3D,Traffic,2002,4,4084
3D,Traffic,2002,5,4217
3D,Traffic,2002,6,5274
3D,Traffic,2002,7,4807
3D,Traffic,2002,8,3705
3D,Traffic,2002,9,3353
3D,Traffic,2002,10,3976
3D,Traffic,2002,11,3540
3D,Traffic,2002,12,4576
3D,Traffic,2003,1,4628
3D,Traffic,2003,2,3320
3D,Traffic,2003,3,4826
3D,Traffic,2003,4,4469
3D,Traffic,2003,5,5399
3D,Traffic,2003,6,5391
3D,Traffic,2003,7,5695
3D,Traffic,2003,8,3955
3D,Traffic,2003,9,4639
3D,Traffic,2003,10,6402
3D,Traffic,2003,11,4775
3D,Traffic,2003,12,5210
3D,Traffic,2004,1,5804
3D,Traffic,2004,2,4413
3D,Traffic,2004,3,5179
3D,Traffic,2004,4,5153
3D,Traffic,2004,5,5129
3D,Traffic,2004,6,5568
3D,Traffic,2004,7,5625
3D,Traffic,2004,8,4437
3D,Traffic,2004,9,5563
3D,Traffic,2004,10,4013
3D,Traffic,2004,11,3958
3D,Traffic,2004,12,5654
3D,Traffic,2005,1,4431
3D,Traffic,2005,2,3854
3D,Traffic,2005,3,4595
3D,Traffic,2005,4,5004
3D,Traffic,2005,5,4837
3D,Traffic,2005,6,5574
3D,Traffic,2005,7,5896
3D,Traffic,2005,8,4811
3D,Traffic,2005,9,5671
3D,Traffic,2005,10,5455
3D,Traffic,2005,11,1703
3D,Traffic,2005,12,6007
3D,Traffic,2006,1,4786
3D,Traffic,2006,2,3316
3D,Traffic,2006,3,3668
3D,Traffic,2006,4,3268
3D,Traffic,2006,5,4025
3D,Traffic,2006,6,4744
3D,Traffic,2006,7,3073
3D,Traffic,2006,8,3742
3D,Traffic,2006,9,3854
3D,Traffic,2006,10,4036
3D,Traffic,2006,11,3099
3D,Traffic,2006,12,3708
3D,Traffic,2007,1,4758
3D,Traffic,2007,2,4016
3D,Traffic,2007,3,4324
3D,Traffic,2007,4,3882
3D,Traffic,2007,5,4011
3D,Traffic,2007,6,3441
3D,Traffic,2007,7,3543
3D,Traffic,2007,8,3623
3D,Traffic,2007,9,4141
3D,Traffic,2007,10,5536
3D,Traffic,2007,11,3366
3D,Traffic,2007,12,3245
3D,Traffic,2008,1,5224
3D,Traffic,2008,2,3550
3D,Traffic,2008,3,3925
3D,Traffic,2008,4,3811
3D,Traffic,2008,5,4809
3D,Traffic,2008,6,4648
3D,Traffic,2008,7,4317
3D,Traffic,2008,8,4406
3D,Traffic,2008,9,5293
3D,Traffic,2008,10,4212
3D,Traffic,2008,11,3708
3D,Traffic,2008,12,4302
3D,Traffic,2009,1,4143
3D,Traffic,2009,2,3811
