Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2002,Second Circuit,Gambling,3.0,2.0,5.0,1.0,4.0
2002,Second Circuit,Offenses Against Family & Children,6.0,7.0,13.0,5.0,8.0
2002,Second Circuit,Driving Under the Influence,8.0,4.0,12.0,6.0,6.0
2002,Second Circuit,Liquor Laws,1.0,,1.0,,
2002,Second Circuit,Disorderly Conduct,3.0,6.0,9.0,,
2002,Second Circuit,All Other Offenses (Except Traffic),170.0,90.0,260.0,95.0,165.0
2002,Second Circuit,Traffic Offenses,16.0,4.0,20.0,6.0,14.0
2002,Third Circuit,TOTAL CASES,5752.0,1887.0,7639.0,1595.0,6044.0
2002,Third Circuit,Civil Actions,1893.0,673.0,2566.0,709.0,1857.0
2002,Third Circuit,Contract,261.0,77.0,338.0,75.0,263.0
2002,Third Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",252.0,112.0,364.0,117.0,247.0
2002,Third Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",250.0,95.0,345.0,88.0,257.0
2002,Third Circuit,Condemnation,19.0,2.0,21.0,5.0,16.0
2002,Third Circuit,Other Civil Action,1109.0,387.0,1496.0,424.0,1072.0
2002,Third Circuit,District Court Transfers,2.0,,2.0,,
2002,Third Circuit,Probate Proceedings,454.0,327.0,781.0,217.0,564.0
2002,Third Circuit,Probate Intestate,22.0,19.0,41.0,6.0,35.0
2002,Third Circuit,Probate Testate,50.0,12.0,62.0,16.0,46.0
2002,Third Circuit,Special Administration,41.0,46.0,87.0,31.0,56.0
2002,Third Circuit,Small Estate,36.0,61.0,97.0,19.0,78.0
2002,Third Circuit,Informal Will,154.0,37.0,191.0,18.0,173.0
2002,Third Circuit,Other,151.0,152.0,303.0,127.0,176.0
2002,Third Circuit,Guardianship Proceedings,830.0,43.0,873.0,42.0,831.0
2002,Third Circuit,Regular Guardianship,775.0,41.0,816.0,34.0,782.0
2002,Third Circuit,Small Guardianship,55.0,2.0,57.0,8.0,49.0
2002,Third Circuit,Miscellaneous Proceedings,205.0,136.0,341.0,93.0,248.0
2002,Third Circuit,Land Court,5.0,1.0,6.0,,6.0
2002,Third Circuit,Naturalization,1.0,,1.0,1.0,
2002,Third Circuit,Mechanic's and Materialman's Lien,56.0,45.0,101.0,31.0,70.0
2002,Third Circuit,Other Special Proceedings,143.0,90.0,233.0,61.0,172.0
2002,Third Circuit,Criminal Actions,,708.0,3078.0,534.0,2544.0
2002,Third Circuit,Part I,671.0,252.0,923.0,174.0,749.0
2002,Third Circuit,Murder & Non-Negligent Manslaughter,23.0,9.0,32.0,9.0,23.0
2002,Third Circuit,Negligent Homicide,10.0,6.0,16.0,2.0,14.0
2002,Third Circuit,Forcible Rape,33.0,7.0,40.0,8.0,32.0
2002,Third Circuit,Robbery,26.0,15.0,41.0,6.0,35.0
2002,Third Circuit,Aggravated Assault,214.0,60.0,274.0,52.0,222.0
2002,Third Circuit,Burglary,190.0,48.0,238.0,50.0,188.0
2002,Third Circuit,Larceny-Theft,103.0,76.0,179.0,25.0,154.0
2002,Third Circuit,Auto Theft,72.0,31.0,103.0,22.0,81.0
2002,Third Circuit,Part II,1699.0,456.0,2155.0,360.0,1795.0
2002,Third Circuit,Other Assaults,87.0,15.0,102.0,18.0,84.0
2002,Third Circuit,Arson,2.0,,2.0,,2.0
2002,Third Circuit,Forgery and Counterfeiting,82.0,16.0,98.0,10.0,88.0
2002,Third Circuit,Fraud,197.0,13.0,210.0,12.0,198.0
2002,Third Circuit,Embezzlement,2.0,,2.0,,2.0
2002,Third Circuit,Stolen Property,6.0,2.0,8.0,2.0,6.0
2002,Third Circuit,Vandalism,48.0,14.0,62.0,10.0,52.0
2002,Third Circuit,Weapons,113.0,29.0,142.0,27.0,115.0
2002,Third Circuit,Sex Offenses,49.0,22.0,71.0,11.0,60.0
2002,Third Circuit,Narcotic Drug Laws,547.0,166.0,713.0,107.0,606.0
2002,Third Circuit,Gambling,7.0,2.0,9.0,,
2002,Third Circuit,Offenses Against Family & Children,24.0,32.0,56.0,28.0,28.0
2002,Third Circuit,Driving Under the Influence,50.0,6.0,56.0,6.0,50.0
2002,Third Circuit,Liquor Laws,2.0,,2.0,,2.0
2002,Third Circuit,Disorderly Conduct,11.0,8.0,19.0,2.0,17.0
2002,Third Circuit,All Other Offenses (Except Traffic),406.0,110.0,516.0,123.0,393.0
2002,Third Circuit,Traffic Offenses,66.0,21.0,87.0,3.0,84.0
2002,Fifth Circuit,TOTAL CASES,1805.0,768.0,2573.0,626.0,1947.0
2002,Fifth Circuit,Civil Actions,510.0,223.0,733.0,205.0,528.0
2002,Fifth Circuit,Contract,107.0,32.0,139.0,30.0,109.0
2002,Fifth Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",62.0,30.0,92.0,25.0,67.0
2002,Fifth Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",106.0,43.0,149.0,46.0,103.0
2002,Fifth Circuit,Condemnation,2.0,,2.0,,
2002,Fifth Circuit,Other Civil Action,233.0,118.0,351.0,104.0,247.0
2002,Fifth Circuit,District Court Transfers,,,,,
2002,Fifth Circuit,Probate Proceedings,198.0,132.0,330.0,102.0,228.0
2002,Fifth Circuit,Probate Intestate,22.0,11.0,33.0,5.0,28.0
2002,Fifth Circuit,Probate Testate,69.0,18.0,87.0,7.0,80.0
2002,Fifth Circuit,Special Administration,4.0,4.0,8.0,4.0,
2002,Fifth Circuit,Small Estate,12.0,29.0,41.0,25.0,16.0
2002,Fifth Circuit,Informal Will,40.0,1.0,41.0,1.0,40.0
2002,Fifth Circuit,Other,21.0,69.0,90.0,60.0,30.0
2002,Fifth Circuit,Guardianship Proceedings,393.0,12.0,405.0,2.0,403.0
2002,Fifth Circuit,Regular Guardianship,331.0,12.0,343.0,1.0,342.0
2002,Fifth Circuit,Small Guardianship,62.0,,62.0,1.0,61.0
2002,Fifth Circuit,Miscellaneous Proceedings,280.0,48.0,328.0,85.0,243.0
2002,Fifth Circuit,Land Court,6.0,,6.0,,6.0
2002,Fifth Circuit,Naturalization,56.0,,56.0,,56.0
2002,Fifth Circuit,Mechanic's and Materialman's Lien,54.0,6.0,60.0,2.0,58.0
2002,Fifth Circuit,Other Special Proceedings,164.0,42.0,206.0,27.0,179.0
2002,Fifth Circuit,Criminal Actions,,353.0,777.0,232.0,545.0
2002,Fifth Circuit,Part I,97.0,152.0,249.0,61.0,188.0
2002,Fifth Circuit,Murder & Non-Negligent Manslaughter,4.0,3.0,7.0,2.0,5.0
2002,Fifth Circuit,Negligent Homicide,1.0,,1.0,,
2002,Fifth Circuit,Forcible Rape,12.0,3.0,15.0,4.0,11.0
2002,Fifth Circuit,Robbery,7.0,1.0,8.0,1.0,7.0
2002,Fifth Circuit,Aggravated Assault,36.0,35.0,71.0,22.0,49.0
2002,Fifth Circuit,Burglary,19.0,24.0,43.0,9.0,34.0
2002,Fifth Circuit,Larceny-Theft,10.0,62.0,72.0,13.0,59.0
2002,Fifth Circuit,Auto Theft,8.0,24.0,32.0,10.0,22.0
2002,Fifth Circuit,Part II,327.0,201.0,528.0,171.0,357.0
2002,Fifth Circuit,Other Assaults,9.0,12.0,21.0,5.0,16.0
2002,Fifth Circuit,Arson,1.0,,1.0,,
2002,Fifth Circuit,Forgery and Counterfeiting,25.0,24.0,49.0,16.0,33.0
2002,Fifth Circuit,Fraud,28.0,7.0,35.0,21.0,14.0
2002,Fifth Circuit,Embezzlement,,,,,
2002,Fifth Circuit,Stolen Property,1.0,,1.0,,1.0
2002,Fifth Circuit,Vandalism,10.0,11.0,21.0,6.0,15.0
2002,Fifth Circuit,Weapons,16.0,7.0,23.0,9.0,14.0
2002,Fifth Circuit,Prostitution,,,,,
2002,Fifth Circuit,Sex Offenses,14.0,11.0,25.0,2.0,23.0
2002,Fifth Circuit,Narcotic Drug Laws,97.0,77.0,174.0,47.0,127.0
2002,Fifth Circuit,Gambling,,,,,
2002,Fifth Circuit,Offenses Against Family & Children,4.0,3.0,7.0,2.0,5.0
2002,Fifth Circuit,Driving Under the Influence,2.0,2.0,4.0,,4.0
2002,Fifth Circuit,Liquor Laws,,,,,
2002,Fifth Circuit,Disorderly Conduct,1.0,,1.0,,1.0
2002,Fifth Circuit,All Other Offenses (Except Traffic),116.0,43.0,159.0,59.0,100.0
2002,Fifth Circuit,Traffic Offenses,5.0,2.0,7.0,3.0,4.0
2001,First Circuit,TOTAL CASES,23435.0,8700.0,32135.0,7549.0,24586.0
2001,First Circuit,Civil Actions,5906.0,3824.0,9730.0,4048.0,5682.0
2001,First Circuit,Contract,869.0,474.0,1343.0,562.0,781.0
2001,First Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",937.0,698.0,1635.0,737.0,898.0
2001,First Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",1006.0,484.0,1490.0,582.0,908.0
2001,First Circuit,Condemnation,28.0,8.0,36.0,9.0,27.0
2001,First Circuit,Other Civil Action,2997.0,2137.0,5134.0,2110.0,3024.0
2001,First Circuit,District Court Transfers,69.0,23.0,92.0,48.0,44.0
2001,First Circuit,Probate Proceedings,3099.0,669.0,3768.0,297.0,3471.0
2001,First Circuit,Regular Probate,2933.0,661.0,3594.0,297.0,3297.0
2001,First Circuit,"Small Estate Over $10,000",42.0,2.0,44.0,,
2001,First Circuit,"Small Estate Over $2,000",79.0,6.0,85.0,,
2001,First Circuit,"Small Estate Under $2,000",45.0,,45.0,,
2001,First Circuit,Guardianship Proceedings,7185.0,223.0,7408.0,85.0,7323.0
2001,First Circuit,Regular Guardianship,6504.0,219.0,6723.0,82.0,6641.0
2001,First Circuit,Small Guardianship,681.0,4.0,685.0,3.0,682.0
2001,First Circuit,Miscellaneous Proceedings,1712.0,989.0,2701.0,503.0,2198.0
2001,First Circuit,Land Court,96.0,18.0,114.0,11.0,103.0
2001,First Circuit,Tax Appeal Court,384.0,372.0,756.0,53.0,703.0
2001,First Circuit,Mechanic's and Materialman's Lien,112.0,39.0,151.0,21.0,130.0
2001,First Circuit,Other Special Proceedings,1120.0,560.0,1680.0,418.0,1262.0
2001,First Circuit,Criminal Actions,5533.0,2995.0,8528.0,2616.0,5912.0
2001,First Circuit,Part I,2192.0,1237.0,3429.0,1065.0,2364.0
2001,First Circuit,Murder & Non-Negligent Manslaughter,69.0,42.0,111.0,40.0,71.0
2001,First Circuit,Negligent Homicide,19.0,10.0,29.0,7.0,22.0
2001,First Circuit,Forcible Rape,61.0,40.0,101.0,37.0,64.0
2001,First Circuit,Robbery,198.0,113.0,311.0,105.0,206.0
2001,First Circuit,Aggravated Assault,451.0,351.0,802.0,295.0,507.0
2001,First Circuit,Burglary,349.0,213.0,562.0,168.0,394.0
2001,First Circuit,Larceny-Theft,699.0,232.0,931.0,242.0,689.0
2001,First Circuit,Auto Theft,346.0,236.0,582.0,171.0,411.0
2001,First Circuit,Part II,3341.0,1758.0,5099.0,1551.0,3548.0
2001,First Circuit,Other Assaults,192.0,111.0,303.0,85.0,218.0
2001,First Circuit,Arson,7.0,,7.0,2.0,5.0
2001,First Circuit,Forgery and Counterfeiting,223.0,165.0,388.0,89.0,299.0
2001,First Circuit,Fraud,336.0,147.0,483.0,93.0,390.0
2001,First Circuit,Embezzlement,2.0,,3.0,1.0,2.0
2001,First Circuit,Stolen Property,16.0,8.0,24.0,6.0,18.0
2001,First Circuit,Vandalism,105.0,52.0,157.0,55.0,102.0
2001,First Circuit,Weapons,135.0,46.0,181.0,44.0,137.0
2001,First Circuit,Prostitution,8.0,4.0,12.0,5.0,7.0
2001,First Circuit,Sex Offenses,100.0,60.0,160.0,56.0,104.0
2001,First Circuit,Narcotic Drug Laws,1336.0,486.0,1822.0,564.0,1258.0
2001,First Circuit,Gambling,64.0,12.0,76.0,20.0,56.0
2001,First Circuit,Offenses Against Family & Children,62.0,17.0,79.0,49.0,30.0
2001,First Circuit,Driving Under the Influence,139.0,22.0,161.0,25.0,136.0
2001,First Circuit,Liquor Laws,12.0,10.0,22.0,12.0,10.0
2001,First Circuit,Disorderly Conduct,3.0,9.0,12.0,7.0,5.0
2001,First Circuit,All Other Offenses (Except Traffic),547.0,473.0,1020.0,368.0,652.0
2001,First Circuit,Traffic Offenses,99.0,90.0,189.0,70.0,119.0
2001,Second Circuit,TOTAL CASES,3487.0,1807.0,5294.0,1608.0,3686.0
2001,Second Circuit,Civil Actions,1266.0,679.0,1945.0,673.0,1272.0
2001,Second Circuit,Contract,182.0,87.0,269.0,81.0,188.0
2001,Second Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",199.0,117.0,316.0,114.0,202.0
2001,Second Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",266.0,114.0,380.0,130.0,250.0
2001,Second Circuit,Condemnation,5.0,2.0,7.0,1.0,6.0
2001,Second Circuit,Other Civil Action,593.0,355.0,948.0,334.0,614.0
2001,Second Circuit,District Court Transfers,21.0,4.0,25.0,13.0,12.0
2001,Second Circuit,Probate Proceedings,351.0,149.0,500.0,162.0,338.0
2001,Second Circuit,Regular Probate,339.0,130.0,469.0,143.0,326.0
2001,Second Circuit,"Small Estate Over $10,000",5.0,11.0,16.0,8.0,8.0
2001,Second Circuit,"Small Estate Over $2,000",7.0,8.0,15.0,11.0,4.0
2001,Second Circuit,"Small Estate Under $2,000",,,,,
2001,Second Circuit,Guardianship Proceedings,490.0,50.0,540.0,38.0,502.0
2001,Second Circuit,Regular Guardianship,446.0,48.0,494.0,35.0,459.0
2001,Second Circuit,Small Guardianship,44.0,2.0,46.0,3.0,43.0
2001,Second Circuit,Miscellaneous Proceedings,84.0,232.0,316.0,181.0,135.0
2001,Second Circuit,Land Court,,,,,
2001,Second Circuit,Naturalization,2.0,83.0,85.0,83.0,2.0
2001,Second Circuit,Mechanic's and Materialman's Lien,22.0,30.0,52.0,28.0,24.0
2001,Second Circuit,Other Special Proceedings,60.0,119.0,179.0,70.0,109.0
2001,Second Circuit,Criminal Actions,1296.0,697.0,1993.0,554.0,1439.0
2001,Second Circuit,Part I,453.0,277.0,730.0,242.0,488.0
2001,Second Circuit,Murder & Non-Negligent Manslaughter,13.0,10.0,23.0,9.0,14.0
2001,Second Circuit,Negligent Homicide,5.0,9.0,14.0,4.0,10.0
2001,Second Circuit,Forcible Rape,14.0,12.0,26.0,12.0,14.0
2001,Second Circuit,Robbery,18.0,19.0,37.0,20.0,17.0
2001,Second Circuit,Aggravated Assault,111.0,65.0,176.0,72.0,104.0
2001,Second Circuit,Burglary,93.0,64.0,157.0,45.0,112.0
2001,Second Circuit,Larceny-Theft,159.0,63.0,222.0,50.0,172.0
2001,Second Circuit,Auto Theft,40.0,35.0,75.0,30.0,45.0
2001,Second Circuit,Part II,843.0,420.0,1263.0,312.0,951.0
2001,Second Circuit,Other Assaults,8.0,8.0,8.0,1.0,7.0
2001,Second Circuit,Arson,,,,,
2001,Second Circuit,Forgery and Counterfeiting,54.0,34.0,88.0,12.0,76.0
2001,Second Circuit,Fraud,157.0,59.0,216.0,40.0,176.0
2001,Second Circuit,Embezzlement,2.0,,2.0,,2.0
2001,Second Circuit,Stolen Property,16.0,2.0,18.0,4.0,14.0
2001,Second Circuit,Vandalism,31.0,10.0,41.0,9.0,32.0
2001,Second Circuit,Weapons,65.0,28.0,93.0,33.0,60.0
2001,Second Circuit,Prostitution,3.0,,3.0,,3.0
2001,Second Circuit,Sex Offenses,12.0,10.0,22.0,11.0,11.0
2001,Second Circuit,Narcotic Drug Laws,333.0,127.0,460.0,102.0,358.0
2001,Second Circuit,Gambling,2.0,1.0,3.0,,3.0
2001,Second Circuit,Offenses Against Family & Children,7.0,7.0,14.0,6.0,8.0
2001,Second Circuit,Driving Under the Influence,9.0,6.0,15.0,7.0,8.0
2001,Second Circuit,Liquor Laws,1.0,,1.0,,1.0
2001,Second Circuit,Disorderly Conduct,2.0,1.0,3.0,1.0,2.0
2001,Second Circuit,All Other Offenses (Except Traffic),130.0,125.0,255.0,84.0,171.0
2001,Second Circuit,Traffic Offenses,14.0,7.0,21.0,3.0,18.0
2001,Third Circuit,TOTAL CASES,5666.0,1878.0,7544.0,1561.0,5983.0
2001,Third Circuit,Civil Actions,1770.0,780.0,2550.0,657.0,1893.0
2001,Third Circuit,Contract,248.0,90.0,338.0,77.0,261.0
2001,Third Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",222.0,128.0,350.0,98.0,252.0
2001,Third Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",259.0,85.0,344.0,94.0,250.0
2001,Third Circuit,Condemnation,13.0,6.0,19.0,,19.0
2001,Third Circuit,Other Civil Action,1025.0,471.0,1496.0,387.0,1109.0
2001,Third Circuit,District Court Transfers,3.0,3.0,3.0,1.0,2.0
2001,Third Circuit,Probate Proceedings,720.0,244.0,964.0,214.0,750.0
2001,Third Circuit,Regular Probate,646.0,162.0,808.0,140.0,668.0
2001,Third Circuit,"Small Estate Over $10,000",34.0,36.0,70.0,28.0,42.0
2001,Third Circuit,"Small Estate Over $2,000",40.0,46.0,86.0,46.0,40.0
2001,Third Circuit,"Small Estate Under $2,000",,,,,
2001,Third Circuit,Guardianship Proceedings,795.0,76.0,871.0,41.0,830.0
2001,Third Circuit,Regular Guardianship,731.0,76.0,807.0,32.0,775.0
2001,Third Circuit,Small Guardianship,64.0,,64.0,9.0,55.0
2001,Third Circuit,Miscellaneous Proceedings,226.0,98.0,324.0,119.0,205.0
2001,Third Circuit,Land Court,5.0,,5.0,,5.0
2001,Third Circuit,Naturalization,1.0,,1.0,,1.0
2001,Third Circuit,Mechanic's and Materialman's Lien,53.0,17.0,70.0,14.0,56.0
2001,Third Circuit,Other Special Proceedings,167.0,81.0,248.0,105.0,143.0
2001,Third Circuit,Criminal Actions,2155.0,680.0,2835.0,530.0,2305.0
2001,Third Circuit,Part I,613.0,206.0,819.0,164.0,655.0
2001,Third Circuit,Murder & Non-Negligent Manslaughter,19.0,12.0,31.0,7.0,24.0
2001,Third Circuit,Negligent Homicide,7.0,4.0,11.0,2.0,9.0
2001,Third Circuit,Forcible Rape,36.0,13.0,49.0,9.0,40.0
2001,Third Circuit,Robbery,27.0,14.0,41.0,11.0,30.0
2001,Third Circuit,Aggravated Assault,203.0,70.0,273.0,70.0,203.0
2001,Third Circuit,Burglary,165.0,57.0,222.0,38.0,184.0
2001,Third Circuit,Larceny-Theft,96.0,10.0,106.0,10.0,96.0
2001,Third Circuit,Auto Theft,60.0,26.0,86.0,17.0,69.0
2001,Third Circuit,Part II,1542.0,474.0,2016.0,366.0,1650.0
2001,Third Circuit,Other Assaults,73.0,21.0,94.0,14.0,80.0
2001,Third Circuit,Arson,2.0,1.0,3.0,1.0,2.0
2001,Third Circuit,Forgery and Counterfeiting,73.0,28.0,101.0,24.0,77.0
2001,Third Circuit,Fraud,199.0,18.0,217.0,20.0,197.0
2001,Third Circuit,Embezzlement,2.0,,2.0,,2.0
2001,Third Circuit,Stolen Property,7.0,1.0,8.0,2.0,6.0
2001,Third Circuit,Vandalism,52.0,8.0,60.0,9.0,51.0
2001,Third Circuit,Weapons,108.0,27.0,135.0,30.0,105.0
2001,Third Circuit,Prostitution,,,,,
2001,Third Circuit,Sex Offenses,49.0,15.0,64.0,22.0,42.0
2001,Third Circuit,Narcotic Drug Laws,518.0,128.0,646.0,108.0,538.0
2001,Third Circuit,Gambling,4.0,4.0,8.0,1.0,7.0
2001,Third Circuit,Offenses Against Family & Children,16.0,17.0,33.0,12.0,21.0
2001,Third Circuit,Driving Under the Influence,51.0,13.0,64.0,15.0,49.0
2001,Third Circuit,Liquor Laws,2.0,,2.0,,2.0
2001,Third Circuit,Disorderly Conduct,7.0,5.0,12.0,2.0,10.0
2001,Third Circuit,All Other Offenses (Except Traffic),312.0,182.0,494.0,98.0,396.0
2001,Third Circuit,Traffic Offenses,67.0,6.0,73.0,8.0,65.0
2001,Fifth Circuit,TOTAL CASES,1737.0,685.0,2422.0,592.0,1830.0
2001,Fifth Circuit,Civil Actions,563.0,214.0,777.0,267.0,510.0
2001,Fifth Circuit,Contract,145.0,21.0,166.0,59.0,107.0
2001,Fifth Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",77.0,26.0,103.0,41.0,62.0
2001,Fifth Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",107.0,41.0,148.0,42.0,106.0
2001,Fifth Circuit,Condemnation,2.0,,2.0,,2.0
2001,Fifth Circuit,Other Civil Action,232.0,126.0,358.0,125.0,233.0
2001,Fifth Circuit,District Court Transfers,,,,,
2001,Fifth Circuit,Probate Proceedings,199.0,70.0,269.0,50.0,219.0
2001,Fifth Circuit,Regular Probate,188.0,54.0,242.0,40.0,202.0
2001,Fifth Circuit,"Small Estate Over $10,000",4.0,11.0,15.0,6.0,9.0
2001,Fifth Circuit,"Small Estate Over $2,000",6.0,5.0,11.0,4.0,7.0
2001,Fifth Circuit,"Small Estate Under $2,000",1.0,,1.0,1.0,
2001,Fifth Circuit,Guardianship Proceedings,381.0,23.0,404.0,11.0,393.0
2001,Fifth Circuit,Regular Guardianship,316.0,22.0,338.0,7.0,331.0
2001,Fifth Circuit,Small Guardianship,65.0,1.0,66.0,4.0,62.0
2001,Fifth Circuit,Miscellaneous Proceedings,267.0,44.0,311.0,31.0,280.0
2001,Fifth Circuit,Land Court,6.0,,6.0,,6.0
2001,Fifth Circuit,Naturalization,56.0,,56.0,,56.0
2001,Fifth Circuit,Mechanic's and Materialman's Lien,53.0,3.0,56.0,2.0,54.0
2001,Fifth Circuit,Other Special Proceedings,152.0,41.0,193.0,29.0,164.0
2001,Fifth Circuit,Criminal Actions,327.0,334.0,661.0,233.0,428.0
2001,Fifth Circuit,Part I,60.0,100.0,160.0,46.0,114.0
2001,Fifth Circuit,Murder & Non-Negligent Manslaughter,2.0,6.0,8.0,1.0,7.0
2001,Fifth Circuit,Negligent Homicide,2.0,,2.0,1.0,1.0
2001,Fifth Circuit,Forcible Rape,11.0,5.0,16.0,3.0,13.0
2001,Fifth Circuit,Robbery,1.0,8.0,9.0,2.0,7.0
2001,Fifth Circuit,Aggravated Assault,27.0,36.0,63.0,22.0,41.0
2001,Fifth Circuit,Burglary,13.0,19.0,32.0,8.0,24.0
2001,Fifth Circuit,Larceny-Theft,,,12.0,,
2001,Fifth Circuit,Auto Theft,4.0,14.0,18.0,9.0,9.0
2001,Fifth Circuit,Part II,267.0,234.0,501.0,187.0,314.0
2001,Fifth Circuit,Other Assaults,3.0,10.0,13.0,6.0,7.0
2001,Fifth Circuit,Arson,1.0,,1.0,,
2001,Fifth Circuit,Forgery and Counterfeiting,20.0,20.0,40.0,16.0,24.0
2001,Fifth Circuit,Fraud,16.0,18.0,34.0,7.0,27.0
2001,Fifth Circuit,Embezzlement,,,,,
2001,Fifth Circuit,Stolen Property,1.0,1.0,2.0,1.0,1.0
2001,Fifth Circuit,Vandalism,5.0,7.0,12.0,5.0,7.0
2001,Fifth Circuit,Weapons,14.0,8.0,22.0,9.0,13.0
2001,Fifth Circuit,Prostitution,,,,,
2001,Fifth Circuit,Sex Offenses,11.0,6.0,17.0,5.0,12.0
2001,Fifth Circuit,Narcotic Drug Laws,93.0,65.0,158.0,63.0,95.0
2001,Fifth Circuit,Gambling,,,,,
2001,Fifth Circuit,Offenses Against Family & Children,4.0,2.0,6.0,3.0,3.0
2001,Fifth Circuit,Driving Under the Influence,2.0,1.0,3.0,,
2001,Fifth Circuit,Liquor Laws,1.0,,1.0,,
2001,Fifth Circuit,Disorderly Conduct,,,,,
2001,Fifth Circuit,All Other Offenses (Except Traffic),94.0,95.0,189.0,70.0,119.0
2001,Fifth Circuit,Traffic Offenses,3.0,3.0,3.0,1.0,2.0
2000,First Circuit,TOTAL CASES,21339.0,9006.0,30345.0,10593.0,19752.0
2000,First Circuit,Primary Proceedings,21339.0,9006.0,30345.0,10593.0,19752.0
2000,First Circuit,Civil Actions,8224.0,4316.0,12540.0,6634.0,5906.0
2000,First Circuit,Contract,1469.0,527.0,1996.0,1127.0,869.0
2000,First Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",1197.0,665.0,1862.0,925.0,937.0
2000,First Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",1375.0,513.0,1888.0,882.0,1006.0
2000,First Circuit,Condemnation,52.0,6.0,58.0,30.0,28.0
2000,First Circuit,Other Civil Action,4022.0,2569.0,6591.0,3594.0,2997.0
2000,First Circuit,District Court Transfers,109.0,36.0,145.0,76.0,69.0
2000,First Circuit,Probate Proceedings,2722.0,737.0,3459.0,360.0,3099.0
2000,First Circuit,Regular Probate,2552.0,734.0,3286.0,353.0,2933.0
2000,First Circuit,"Small Estate Over $10,000",45.0,,45.0,3.0,42.0
2000,First Circuit,"Small Estate Over $2,000",80.0,3.0,83.0,4.0,79.0
2000,First Circuit,"Small Estate Under $2,000",45.0,,45.0,,45.0
2000,First Circuit,Guardianship Proceedings,7037.0,236.0,7273.0,88.0,7185.0
2000,First Circuit,Regular Guardianship,6368.0,217.0,6585.0,81.0,6504.0
2000,First Circuit,Small Guardianship,669.0,19.0,688.0,7.0,681.0
2000,First Circuit,Miscellaneous Proceedings,1532.0,892.0,2424.0,712.0,1712.0
2000,First Circuit,Land Court,93.0,16.0,109.0,13.0,96.0
2000,First Circuit,Tax Appeal Court,537.0,96.0,633.0,249.0,384.0
2000,First Circuit,Mechanic's and Materialman's Lien,65.0,67.0,132.0,20.0,112.0
2000,First Circuit,Other Special Proceedings,837.0,713.0,1550.0,430.0,1120.0
2000,First Circuit,Criminal Actions,1824.0,2825.0,4649.0,2799.0,1850.0
2000,First Circuit,Part I,766.0,1206.0,1972.0,1184.0,788.0
2000,First Circuit,Murder & Non-Negligent Manslaughter,61.0,41.0,102.0,45.0,57.0
2000,First Circuit,Negligent Homicide,5.0,10.0,15.0,13.0,2.0
2000,First Circuit,Forcible Rape,52.0,38.0,90.0,47.0,43.0
2000,First Circuit,Robbery,86.0,130.0,216.0,121.0,95.0
2000,First Circuit,Aggravated Assault,150.0,344.0,494.0,302.0,192.0
2000,First Circuit,Burglary,138.0,191.0,329.0,205.0,124.0
2000,First Circuit,Larceny Over $100,153.0,267.0,420.0,271.0,149.0
2000,First Circuit,Auto Theft,121.0,185.0,306.0,180.0,126.0
2000,First Circuit,Part II,1058.0,1619.0,2677.0,1615.0,1062.0
2000,First Circuit,Other Assaults,33.0,96.0,129.0,98.0,31.0
2000,First Circuit,Arson,2.0,4.0,6.0,3.0,3.0
2000,First Circuit,Forgery and Counterfeiting,60.0,95.0,155.0,95.0,60.0
2000,First Circuit,Fraud,78.0,90.0,168.0,94.0,74.0
2000,First Circuit,Embezzlement,,,,,
2000,First Circuit,Stolen Property,6.0,6.0,12.0,11.0,1.0
2000,First Circuit,Vandalism,18.0,48.0,66.0,42.0,24.0
2000,First Circuit,Weapons,42.0,40.0,82.0,48.0,34.0
2000,First Circuit,Prostitution,3.0,5.0,8.0,4.0,4.0
2000,First Circuit,Sex Offenses,32.0,54.0,86.0,53.0,33.0
2000,First Circuit,Narcotic Drug Laws,500.0,628.0,1128.0,632.0,496.0
2000,First Circuit,Gambling,34.0,20.0,54.0,44.0,10.0
2000,First Circuit,Offenses Against Family & Children,7.0,32.0,39.0,25.0,14.0
2000,First Circuit,Driving Under the Influence,22.0,41.0,63.0,44.0,19.0
2000,First Circuit,Liquor Laws,2.0,16.0,18.0,6.0,12.0
2000,First Circuit,Disorderly Conduct,5.0,6.0,11.0,9.0,2.0
2000,First Circuit,All Other Offenses (Except Traffic),204.0,390.0,594.0,375.0,219.0
2000,First Circuit,Traffic Offenses,10.0,48.0,58.0,32.0,26.0
2000,Second Circuit,TOTAL CASES,3163.0,1817.0,4980.0,2407.0,2573.0
