Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2017,Third Circuit,Traffic Offenses,28.0,19.0,47.0,33.0,14.0
2017,Third Circuit,Kidnapping and Custodial Interference,12.0,7.0,19.0,10.0,9.0
2017,Third Circuit,Terroristic Threatening,43.0,25.0,68.0,21.0,47.0
2017,Third Circuit,Violation of Order for Protection,1.0,3.0,4.0,2.0,2.0
2017,Third Circuit,Liquor Laws,1.0,,1.0,,1.0
2017,Third Circuit,Extortion,,,,,
2017,Third Circuit,All Other Offenses,61.0,56.0,117.0,35.0,82.0
2017,Fifth Circuit,TOTAL CASES,3899.0,869.0,4768.0,621.0,4147.0
2017,Fifth Circuit,Civil Actions,942.0,211.0,1153.0,170.0,983.0
2017,Fifth Circuit,Contract,161.0,14.0,175.0,24.0,151.0
2017,Fifth Circuit,Motor Vehicle Tort,55.0,14.0,69.0,10.0,59.0
2017,Fifth Circuit,Assault & Battery,2.0,2.0,4.0,,4.0
2017,Fifth Circuit,Construction Defect,2.0,1.0,3.0,1.0,2.0
2017,Fifth Circuit,Medical Malpractice,7.0,2.0,9.0,1.0,8.0
2017,Fifth Circuit,Legal Malpractice,2.0,,2.0,,2.0
2017,Fifth Circuit,Product Liability,,,,,
2017,Fifth Circuit,Other Non-Vehicle Tort,91.0,21.0,112.0,14.0,98.0
2017,Fifth Circuit,Condemnation,3.0,,3.0,,3.0
2017,Fifth Circuit,Environment,1.0,1.0,2.0,,2.0
2017,Fifth Circuit,Foreclosure,411.0,81.0,492.0,80.0,412.0
2017,Fifth Circuit,Agency Appeal,27.0,4.0,31.0,6.0,25.0
2017,Fifth Circuit,Declaratory Judgment,33.0,11.0,44.0,4.0,40.0
2017,Fifth Circuit,Other Civil Action,147.0,60.0,207.0,30.0,177.0
2017,Fifth Circuit,Probate Proceedings,948.0,120.0,1068.0,14.0,1054.0
2017,Fifth Circuit,Probate Intestate,1.0,,1.0,,1.0
2017,Fifth Circuit,Probate Testate,242.0,4.0,246.0,,246.0
2017,Fifth Circuit,Special Administration,265.0,54.0,319.0,,319.0
2017,Fifth Circuit,Small Estate,12.0,13.0,25.0,13.0,12.0
2017,Fifth Circuit,Informal Will,143.0,16.0,158.0,,158.0
2017,Fifth Circuit,Other,285.0,33.0,318.0,1.0,317.0
2017,Fifth Circuit,Conservatorship/Guardianship Proceedings,342.0,11.0,353.0,4.0,349.0
2017,Fifth Circuit,Conservatorship/Guardianship,35.0,5.0,40.0,,40.0
2017,Fifth Circuit,Conservatorship,85.0,6.0,91.0,3.0,88.0
2017,Fifth Circuit,Guardianship,222.0,,222.0,3.0,219.0
2017,Fifth Circuit,Trust Proceedings,46.0,9.0,55.0,1.0,54.0
2017,Fifth Circuit,Miscellaneous Proceedings,730.0,31.0,761.0,8.0,753.0
2017,Fifth Circuit,Mechanic's and Materialman's Lien,35.0,5.0,40.0,1.0,39.0
2017,Fifth Circuit,Other Special Proceedings,695.0,26.0,721.0,7.0,714.0
2017,Fifth Circuit,Criminal Actions,891.0,487.0,1378.0,424.0,954.0
2017,Fifth Circuit,Murder & Non-Negligent Manslaughter,18.0,7.0,25.0,1.0,24.0
2017,Fifth Circuit,Negligent Homicide,21.0,6.0,27.0,10.0,17.0
2017,Fifth Circuit,Sex Offenses,33.0,11.0,44.0,12.0,32.0
2017,Fifth Circuit,Robbery,14.0,4.0,18.0,4.0,14.0
2017,Fifth Circuit,Assault,64.0,43.0,107.0,32.0,75.0
2017,Fifth Circuit,Burglary and Trespass,110.0,85.0,195.0,53.0,142.0
2017,Fifth Circuit,Larceny-Theft,152.0,43.0,195.0,38.0,157.0
2017,Fifth Circuit,Arson,1.0,1.0,2.0,1.0,1.0
2017,Fifth Circuit,Forgery and Counterfeiting,11.0,7.0,18.0,7.0,11.0
2017,Fifth Circuit,Fraud,9.0,5.0,14.0,8.0,6.0
2017,Fifth Circuit,Vandalism,17.0,11.0,28.0,7.0,21.0
2017,Fifth Circuit,Weapons,39.0,13.0,52.0,16.0,36.0
2017,Fifth Circuit,Prostitution,,,,,
2017,Fifth Circuit,Controlled Substances,204.0,122.0,326.0,105.0,221.0
2017,Fifth Circuit,Gambling,,,,,
2017,Fifth Circuit,Offenses Against Family & Children,49.0,42.0,91.0,38.0,53.0
2017,Fifth Circuit,Disorderly Conduct,21.0,30.0,51.0,17.0,34.0
2017,Fifth Circuit,OVUII,2.0,1.0,3.0,1.0,2.0
2017,Fifth Circuit,Traffic Offenses,35.0,23.0,58.0,31.0,27.0
2017,Fifth Circuit,Kidnapping and Custodial Interference,9.0,2.0,11.0,5.0,6.0
2017,Fifth Circuit,Terroristic Threatening,49.0,16.0,65.0,18.0,47.0
2017,Fifth Circuit,Violation of Order for Protection,5.0,,5.0,3.0,2.0
2017,Fifth Circuit,Liquor Laws,,,,,
2017,Fifth Circuit,Extortion,,,,,
2017,Fifth Circuit,All Other Offenses,28.0,15.0,43.0,17.0,26.0
2016,First Circuit,TOTAL CASES,32636.0,12331.0,44967.0,10834.0,34133.0
2016,First Circuit,Civil Actions,7590.0,2455.0,10045.0,2376.0,7669.0
2016,First Circuit,Contract,765.0,250.0,1015.0,283.0,732.0
2016,First Circuit,Motor Vehicle Tort,671.0,375.0,1046.0,410.0,636.0
2016,First Circuit,Assault & Battery,38.0,16.0,54.0,12.0,42.0
2016,First Circuit,Construction Defect,21.0,4.0,25.0,11.0,14.0
2016,First Circuit,Medical Malpractice,85.0,32.0,117.0,33.0,84.0
2016,First Circuit,Legal Malpractice,19.0,6.0,25.0,4.0,21.0
2016,First Circuit,Product Liability,9.0,5.0,14.0,5.0,9.0
2016,First Circuit,Other Non-Vehicle Tort,627.0,299.0,926.0,263.0,663.0
2016,First Circuit,Condemnation,10.0,4.0,14.0,3.0,11.0
2016,First Circuit,Environment,1.0,1.0,1.0,1.0,1.0
2016,First Circuit,Foreclosure,4045.0,870.0,4915.0,807.0,4108.0
2016,First Circuit,Agency Appeal,61.0,52.0,113.0,53.0,60.0
2016,First Circuit,Declaratory Judgment,189.0,88.0,277.0,85.0,192.0
2016,First Circuit,Agreement of Sale Foreclosure,,,,,
2016,First Circuit,Other Civil Action,1050.0,453.0,1503.0,407.0,1096.0
2016,First Circuit,Probate Proceedings,9172.0,784.0,9956.0,116.0,9840.0
2016,First Circuit,Probate Intestate,,,,,
2016,First Circuit,Probate Testate,892.0,97.0,989.0,27.0,962.0
2016,First Circuit,Special Administration,3794.0,312.0,4106.0,37.0,4069.0
2016,First Circuit,Small Estate,7.0,,7.0,,7.0
2016,First Circuit,Informal Will,3465.0,226.0,3691.0,15.0,3676.0
2016,First Circuit,Other,743.0,79.0,822.0,18.0,804.0
2016,First Circuit,Conservatorship/Guardianship Proceedings,5479.0,151.0,5630.0,79.0,5551.0
2016,First Circuit,Conservatorship/Guardianship,222.0,37.0,259.0,10.0,249.0
2016,First Circuit,Conservatorship,1002.0,114.0,1116.0,49.0,1067.0
2016,First Circuit,Guardianship,4255.0,,4255.0,20.0,4235.0
2016,First Circuit,Trust Proceedings,1899.0,277.0,2176.0,125.0,2051.0
2016,First Circuit,Miscellaneous Proceedings,3224.0,6501.0,9725.0,6228.0,3497.0
2016,First Circuit,Land Court,792.0,4589.0,5381.0,4715.0,666.0
2016,First Circuit,Tax Appeal Court,1157.0,363.0,1520.0,152.0,1368.0
2016,First Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,89.0,42.0,131.0,21.0,110.0
2016,First Circuit,Other Special Proceedings,1186.0,1507.0,2693.0,1340.0,1353.0
2016,First Circuit,Criminal Actions,5272.0,2163.0,7435.0,1910.0,5525.0
2016,First Circuit,Murder & Non-Negligent Manslaughter,70.0,18.0,88.0,18.0,70.0
2016,First Circuit,Negligent Homicide,19.0,7.0,26.0,3.0,23.0
2016,First Circuit,Forcible Rape,40.0,6.0,46.0,13.0,33.0
2016,First Circuit,Robbery,291.0,108.0,399.0,100.0,299.0
2016,First Circuit,Aggravated Assault,508.0,242.0,750.0,184.0,566.0
2016,First Circuit,Burglary,467.0,172.0,639.0,159.0,480.0
2016,First Circuit,Larceny-Theft,1049.0,394.0,1443.0,334.0,1109.0
2016,First Circuit,Auto Theft,307.0,165.0,472.0,126.0,346.0
2016,First Circuit,Other Assaults,128.0,96.0,224.0,108.0,116.0
2016,First Circuit,Arson,49.0,15.0,64.0,11.0,53.0
2016,First Circuit,Forgery and Counterfeiting,136.0,52.0,188.0,43.0,145.0
2016,First Circuit,Fraud,103.0,9.0,112.0,17.0,95.0
2016,First Circuit,Stolen Property,2.0,4.0,6.0,6.0,
2016,First Circuit,Vandalism,64.0,20.0,84.0,25.0,59.0
2016,First Circuit,Weapons,71.0,33.0,104.0,28.0,76.0
2016,First Circuit,Prostitution,,,,,
2016,First Circuit,Sex Offenses,134.0,56.0,190.0,61.0,129.0
2016,First Circuit,Narcotic Drug Laws,891.0,381.0,1272.0,315.0,957.0
2016,First Circuit,Gambling,8.0,1.0,9.0,2.0,7.0
2016,First Circuit,Offenses Against Family & Children,28.0,11.0,39.0,13.0,26.0
2016,First Circuit,Driving Under the Influence,72.0,27.0,99.0,22.0,77.0
2016,First Circuit,Disorderly Conduct,9.0,5.0,14.0,6.0,8.0
2016,First Circuit,All Other Offenses (Except Traffic),720.0,297.0,1017.0,276.0,741.0
2016,First Circuit,Traffic Offenses,88.0,42.0,130.0,41.0,89.0
2016,Second Circuit,TOTAL CASES,6463.0,2210.0,8673.0,1948.0,6725.0
2016,Second Circuit,Civil Actions,1338.0,667.0,2005.0,725.0,1280.0
2016,Second Circuit,Contract,106.0,51.0,157.0,55.0,102.0
2016,Second Circuit,Motor Vehicle Tort,95.0,57.0,152.0,64.0,88.0
2016,Second Circuit,Assault & Battery,2.0,2.0,2.0,1.0,1.0
2016,Second Circuit,Construction Defect,3.0,,3.0,1.0,2.0
2016,Second Circuit,Medical Malpractice,11.0,4.0,15.0,1.0,14.0
2016,Second Circuit,Legal Malpractice,4.0,1.0,5.0,2.0,2.0
2016,Second Circuit,Product Liability,6.0,3.0,9.0,4.0,5.0
2016,Second Circuit,Other Non-Vehicle Tort,131.0,60.0,191.0,65.0,126.0
2016,Second Circuit,Condemnation,2.0,2.0,2.0,,2.0
2016,Second Circuit,Environment,,,,,
2016,Second Circuit,Foreclosure,774.0,329.0,1103.0,437.0,666.0
2016,Second Circuit,Agency Appeal,14.0,12.0,26.0,4.0,22.0
2016,Second Circuit,Declaratory Judgment,30.0,17.0,47.0,14.0,33.0
2016,Second Circuit,Agreement of Sale Foreclosure,,,,,
2016,Second Circuit,Other Civil Action,162.0,131.0,293.0,77.0,216.0
2016,Second Circuit,Probate Proceedings,1779.0,212.0,1991.0,79.0,1912.0
2016,Second Circuit,Probate Intestate,97.0,6.0,103.0,1.0,102.0
2016,Second Circuit,Probate Testate,140.0,10.0,150.0,,150.0
2016,Second Circuit,Special Administration,662.0,63.0,725.0,6.0,719.0
2016,Second Circuit,Small Estate,19.0,15.0,34.0,11.0,23.0
2016,Second Circuit,Informal Will,555.0,34.0,589.0,1.0,588.0
2016,Second Circuit,Other,306.0,84.0,390.0,60.0,330.0
2016,Second Circuit,Conservatorship/ Guardianship Proceedings,717.0,25.0,742.0,4.0,738.0
2016,Second Circuit,Conservatorship/ Guardianship,53.0,8.0,61.0,,61.0
2016,Second Circuit,Conservatorship,265.0,17.0,282.0,,282.0
2016,Second Circuit,Guardianship,399.0,,399.0,4.0,395.0
2016,Second Circuit,Trust Proceedings,156.0,11.0,167.0,,167.0
2016,Second Circuit,Miscellaneous Proceedings,483.0,129.0,612.0,44.0,568.0
2016,Second Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,32.0,6.0,38.0,8.0,30.0
2016,Second Circuit,Other Special Proceedings,451.0,123.0,574.0,36.0,538.0
2016,Second Circuit,Criminal Actions,1990.0,1166.0,3156.0,1096.0,2060.0
2016,Second Circuit,Part I,926.0,483.0,1409.0,458.0,951.0
2016,Second Circuit,Murder & Non-Negligent Manslaughter,25.0,15.0,40.0,10.0,30.0
2016,Second Circuit,Negligent Homicide,6.0,2.0,8.0,5.0,3.0
2016,Second Circuit,Forcible Rape,5.0,1.0,6.0,2.0,4.0
2016,Second Circuit,Robbery,27.0,22.0,49.0,22.0,27.0
2016,Second Circuit,Aggravated Assault,151.0,88.0,239.0,82.0,157.0
2016,Second Circuit,Burglary,194.0,90.0,284.0,92.0,192.0
2016,Second Circuit,Larceny-Theft,429.0,203.0,632.0,175.0,457.0
2016,Second Circuit,Auto Theft,89.0,62.0,151.0,70.0,81.0
2016,Second Circuit,Part II,1064.0,683.0,1747.0,638.0,1109.0
2016,Second Circuit,Other Assaults,20.0,31.0,51.0,21.0,30.0
2016,Second Circuit,Arson,8.0,9.0,17.0,7.0,10.0
2016,Second Circuit,Forgery and Counterfeiting,61.0,9.0,70.0,14.0,56.0
2016,Second Circuit,Fraud,109.0,18.0,127.0,20.0,107.0
2016,Second Circuit,Embezzlement,2.0,,2.0,,2.0
2016,Second Circuit,Stolen Property,6.0,,6.0,6.0,
2016,Second Circuit,Vandalism,24.0,7.0,31.0,7.0,24.0
2016,Second Circuit,Weapons,49.0,14.0,63.0,15.0,48.0
2016,Second Circuit,Prostitution,,,,,
2016,Second Circuit,Sex Offenses,29.0,13.0,42.0,16.0,26.0
2016,Second Circuit,Narcotic Drug Laws,503.0,325.0,828.0,301.0,527.0
2016,Second Circuit,Gambling,4.0,4.0,8.0,5.0,3.0
2016,Second Circuit,Offenses Against Family & Children,15.0,8.0,23.0,15.0,8.0
2016,Second Circuit,Driving Under the Influence,8.0,7.0,15.0,5.0,10.0
2016,Second Circuit,Liquor Laws,1.0,,1.0,,1.0
2016,Second Circuit,Disorderly Conduct,2.0,27.0,29.0,19.0,10.0
2016,Second Circuit,All Other Offenses (Except Traffic),200.0,161.0,361.0,156.0,205.0
2016,Second Circuit,Traffic Offenses,23.0,50.0,73.0,37.0,36.0
2016,Third Circuit,TOTAL CASES,7280.0,2321.0,9601.0,2019.0,7582.0
2016,Third Circuit,Civil Actions,2172.0,865.0,3037.0,769.0,2268.0
2016,Third Circuit,Contract,147.0,38.0,185.0,47.0,138.0
2016,Third Circuit,Motor Vehicle Tort,128.0,78.0,206.0,90.0,116.0
2016,Third Circuit,Assault & Battery,7.0,3.0,10.0,2.0,8.0
2016,Third Circuit,Construction Defect,2.0,1.0,3.0,1.0,2.0
2016,Third Circuit,Medical Malpractice,22.0,5.0,27.0,3.0,24.0
2016,Third Circuit,Legal Malpractice,2.0,,2.0,1.0,1.0
2016,Third Circuit,Product Liability,7.0,,7.0,3.0,4.0
2016,Third Circuit,Other Non-Vehicle Tort,141.0,67.0,208.0,48.0,160.0
2016,Third Circuit,Condemnation,11.0,4.0,15.0,2.0,13.0
2016,Third Circuit,Environment,1.0,,1.0,,1.0
2016,Third Circuit,Foreclosure,1411.0,517.0,1928.0,469.0,1459.0
2016,Third Circuit,Agency Appeal,40.0,12.0,52.0,13.0,39.0
2016,Third Circuit,Declaratory Judgment,30.0,50.0,80.0,24.0,56.0
2016,Third Circuit,Agreement of Sale Foreclosure,,,,,
2016,Third Circuit,Other Civil Action,204.0,109.0,313.0,66.0,247.0
2016,Third Circuit,Probate Proceedings,1522.0,417.0,1939.0,285.0,1654.0
2016,Third Circuit,Probate Intestate,61.0,1.0,62.0,6.0,56.0
2016,Third Circuit,Probate Testate,73.0,40.0,113.0,11.0,102.0
2016,Third Circuit,Special Administration,826.0,60.0,886.0,73.0,813.0
2016,Third Circuit,Small Estate,28.0,23.0,51.0,26.0,25.0
2016,Third Circuit,Informal Will,318.0,57.0,375.0,39.0,336.0
2016,Third Circuit,Other,216.0,236.0,452.0,130.0,322.0
2016,Third Circuit,Conservatorship/ Guardianship Proceedings,808.0,35.0,843.0,9.0,834.0
2016,Third Circuit,Conservatorship/ Guardianship,61.0,8.0,69.0,1.0,68.0
2016,Third Circuit,Conservatorship,251.0,27.0,278.0,7.0,271.0
2016,Third Circuit,Guardianship,496.0,,496.0,1.0,495.0
2016,Third Circuit,Trust Proceedings,91.0,18.0,109.0,7.0,102.0
2016,Third Circuit,Miscellaneous Proceedings,477.0,94.0,571.0,51.0,520.0
2016,Third Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,62.0,5.0,67.0,9.0,58.0
2016,Third Circuit,Other Special Proceedings,415.0,89.0,504.0,42.0,462.0
2016,Third Circuit,Criminal Actions,2210.0,892.0,3102.0,898.0,2204.0
2016,Third Circuit,Part I,920.0,376.0,1296.0,366.0,930.0
2016,Third Circuit,Murder & Non-Negligent Manslaughter,21.0,13.0,34.0,5.0,29.0
2016,Third Circuit,Negligent Homicide,5.0,2.0,7.0,2.0,5.0
2016,Third Circuit,Forcible Rape,6.0,2.0,8.0,2.0,8.0
2016,Third Circuit,Robbery,32.0,12.0,44.0,12.0,32.0
2016,Third Circuit,Aggravated Assault,197.0,76.0,273.0,82.0,191.0
2016,Third Circuit,Burglary,170.0,69.0,239.0,71.0,168.0
2016,Third Circuit,Larceny-Theft,411.0,148.0,559.0,145.0,414.0
2016,Third Circuit,Auto Theft,78.0,54.0,132.0,49.0,83.0
2016,Third Circuit,Part II,1290.0,516.0,1806.0,532.0,1274.0
2016,Third Circuit,Other Assaults,52.0,31.0,83.0,29.0,54.0
2016,Third Circuit,Arson,16.0,7.0,23.0,8.0,15.0
2016,Third Circuit,Forgery and Counterfeiting,34.0,2.0,36.0,11.0,25.0
2016,Third Circuit,Fraud,51.0,11.0,62.0,21.0,41.0
2016,Third Circuit,Embezzlement,,,,,
2016,Third Circuit,Stolen Property,8.0,8.0,16.0,10.0,6.0
2016,Third Circuit,Vandalism,43.0,15.0,58.0,15.0,43.0
2016,Third Circuit,Weapons,64.0,25.0,89.0,23.0,66.0
2016,Third Circuit,Prostitution,,,,,
2016,Third Circuit,Sex Offenses,28.0,10.0,38.0,8.0,30.0
2016,Third Circuit,Narcotic Drug Laws,529.0,210.0,739.0,213.0,526.0
2016,Third Circuit,Gambling,,,,,
2016,Third Circuit,Offenses Against Family & Children,50.0,11.0,61.0,20.0,41.0
2016,Third Circuit,Driving Under the Influence,17.0,6.0,23.0,6.0,17.0
2016,Third Circuit,Liquor Laws,2.0,2.0,1.0,1.0,1.0
2016,Third Circuit,Disorderly Conduct,4.0,7.0,11.0,5.0,6.0
2016,Third Circuit,All Other Offenses (Except Traffic),340.0,146.0,486.0,147.0,339.0
2016,Third Circuit,Traffic Offenses,54.0,25.0,79.0,15.0,64.0
2016,Fifth Circuit,TOTAL CASES,4420.0,814.0,5234.0,655.0,4579.0
2016,Fifth Circuit,Civil Actions,982.0,194.0,1176.0,180.0,996.0
2016,Fifth Circuit,Contract,176.0,15.0,191.0,12.0,179.0
2016,Fifth Circuit,Motor Vehicle Tort,57.0,15.0,72.0,13.0,59.0
2016,Fifth Circuit,Assault & Battery,5.0,,5.0,1.0,4.0
2016,Fifth Circuit,Construction Defect,2.0,,2.0,,2.0
2016,Fifth Circuit,Medical Malpractice,3.0,4.0,7.0,,7.0
2016,Fifth Circuit,Legal Malpractice,2.0,,2.0,,2.0
2016,Fifth Circuit,Product Liability,1.0,,1.0,,1.0
2016,Fifth Circuit,Other Non-Vehicle Tort,83.0,28.0,111.0,16.0,95.0
2016,Fifth Circuit,Condemnation,3.0,,3.0,,3.0
2016,Fifth Circuit,Environment,,,,,
2016,Fifth Circuit,Foreclosure,443.0,91.0,534.0,106.0,428.0
2016,Fifth Circuit,Agency Appeal,29.0,1.0,30.0,1.0,29.0
2016,Fifth Circuit,Declaratory Judgment,33.0,6.0,39.0,3.0,36.0
2016,Fifth Circuit,Agreement of Sale Foreclosure,,,,,
2016,Fifth Circuit,Other Civil Action,145.0,34.0,179.0,27.0,152.0
2016,Fifth Circuit,Probate Proceedings,857.0,106.0,963.0,38.0,925.0
2016,Fifth Circuit,Probate Intestate,66.0,,66.0,1.0,65.0
2016,Fifth Circuit,Probate Testate,149.0,17.0,166.0,4.0,162.0
2016,Fifth Circuit,Special Administration,242.0,27.0,269.0,6.0,263.0
2016,Fifth Circuit,Small Estate,9.0,14.0,23.0,11.0,12.0
2016,Fifth Circuit,Informal Will,120.0,20.0,140.0,2.0,138.0
2016,Fifth Circuit,Other,271.0,28.0,299.0,14.0,285.0
2016,Fifth Circuit,Conservatorship/ Guardianship Proceedings,341.0,7.0,348.0,8.0,340.0
2016,Fifth Circuit,Conservatorship/ Guardianship,33.0,2.0,35.0,,35.0
2016,Fifth Circuit,Conservatorship,83.0,5.0,88.0,5.0,83.0
2016,Fifth Circuit,Guardianship,225.0,,225.0,3.0,222.0
2016,Fifth Circuit,Trust Proceedings,41.0,6.0,47.0,2.0,45.0
2016,Fifth Circuit,Miscellaneous Proceedings,713.0,20.0,733.0,6.0,727.0
2016,Fifth Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,32.0,9.0,41.0,6.0,35.0
2016,Fifth Circuit,Other Special Proceedings,681.0,11.0,692.0,,692.0
2016,Fifth Circuit,Criminal Actions,1486.0,481.0,1967.0,421.0,1546.0
2016,Fifth Circuit,Part I,547.0,174.0,721.0,148.0,573.0
2016,Fifth Circuit,Murder & Non-Negligent Manslaughter,17.0,4.0,21.0,3.0,18.0
2016,Fifth Circuit,Negligent Homicide,5.0,6.0,11.0,2.0,9.0
2016,Fifth Circuit,Forcible Rape,17.0,,17.0,1.0,16.0
2016,Fifth Circuit,Robbery,22.0,5.0,27.0,5.0,22.0
2016,Fifth Circuit,Aggravated Assault,135.0,40.0,175.0,32.0,143.0
2016,Fifth Circuit,Burglary,98.0,32.0,130.0,25.0,105.0
2016,Fifth Circuit,Larceny-Theft,222.0,77.0,299.0,72.0,227.0
2016,Fifth Circuit,Auto Theft,31.0,10.0,41.0,8.0,33.0
2016,Fifth Circuit,Part II,939.0,307.0,1246.0,273.0,973.0
2016,Fifth Circuit,Other Assaults,45.0,12.0,57.0,15.0,42.0
2016,Fifth Circuit,Arson,12.0,1.0,13.0,4.0,9.0
2016,Fifth Circuit,Forgery and Counterfeiting,26.0,5.0,31.0,8.0,23.0
2016,Fifth Circuit,Fraud,30.0,9.0,39.0,6.0,33.0
2016,Fifth Circuit,Embezzlement,,,,,
2016,Fifth Circuit,Stolen Property,4.0,,4.0,1.0,3.0
2016,Fifth Circuit,Vandalism,17.0,11.0,28.0,5.0,23.0
2016,Fifth Circuit,Weapons,59.0,12.0,71.0,13.0,58.0
2016,Fifth Circuit,Prostitution,,,,,
2016,Fifth Circuit,Sex Offenses,49.0,12.0,61.0,10.0,51.0
2016,Fifth Circuit,Narcotic Drug Laws,326.0,90.0,416.0,69.0,347.0
2016,Fifth Circuit,Gambling,,,,,
2016,Fifth Circuit,Offenses Against Family & Children,64.0,41.0,105.0,36.0,69.0
2016,Fifth Circuit,Driving Under the Influence,5.0,1.0,6.0,,6.0
2016,Fifth Circuit,Liquor Laws,,,,,
2016,Fifth Circuit,Disorderly Conduct,3.0,2.0,5.0,3.0,2.0
2016,Fifth Circuit,All Other Offenses,244.0,89.0,333.0,73.0,260.0
2016,Fifth Circuit,Traffic Offenses,55.0,22.0,77.0,30.0,47.0
2015,First Circuit,TOTAL CASES,32172.0,12456.0,44628.0,10931.0,33697.0
2015,First Circuit,Civil Actions,7647.0,2449.0,10096.0,2569.0,7527.0
2015,First Circuit,Contract,945.0,238.0,1183.0,423.0,760.0
2015,First Circuit,Motor Vehicle Tort,701.0,378.0,1079.0,413.0,666.0
2015,First Circuit,Assault & Battery,37.0,17.0,54.0,17.0,37.0
2015,First Circuit,Construction Defect,24.0,4.0,28.0,9.0,19.0
2015,First Circuit,Medical Malpractice,66.0,41.0,107.0,24.0,83.0
2015,First Circuit,Legal Malpractice,15.0,9.0,24.0,5.0,19.0
2015,First Circuit,Product Liability,8.0,11.0,19.0,10.0,9.0
2015,First Circuit,Other Non-Vehicle Tort,633.0,256.0,889.0,265.0,624.0
2015,First Circuit,Condemnation,9.0,4.0,13.0,3.0,10.0
2015,First Circuit,Foreclosure,3936.0,893.0,4829.0,808.0,4021.0
2015,First Circuit,Agency Appeal,90.0,78.0,168.0,105.0,63.0
2015,First Circuit,Declaratory Judgment,172.0,88.0,260.0,74.0,186.0
2015,First Circuit,Agreement of Sale Foreclosure,,,,,
2015,First Circuit,Other Civil Action,1011.0,432.0,1443.0,413.0,1030.0
2015,First Circuit,Probate Proceedings,8479.0,802.0,9281.0,112.0,9169.0
2015,First Circuit,Probate Intestate,213.0,69.0,282.0,11.0,271.0
2015,First Circuit,Probate Testate,779.0,134.0,913.0,21.0,892.0
2015,First Circuit,Special Administration,3538.0,287.0,3825.0,32.0,3793.0
2015,First Circuit,Small Estate,7.0,,7.0,,7.0
2015,First Circuit,Informal Will,3247.0,230.0,3477.0,13.0,3464.0
2015,First Circuit,Other,695.0,82.0,777.0,35.0,742.0
2015,First Circuit,Conservatorship/ Guardianship Proceedings,5420.0,155.0,5575.0,97.0,5478.0
2015,First Circuit,Conservatorship/ Guardianship,205.0,32.0,237.0,15.0,222.0
2015,First Circuit,Conservatorship,940.0,123.0,1063.0,61.0,1002.0
2015,First Circuit,Guardianship,4275.0,,4275.0,21.0,4254.0
2015,First Circuit,Trust Proceedings,1757.0,260.0,2017.0,118.0,1899.0
2015,First Circuit,Miscellaneous Proceedings,2664.0,6702.0,9366.0,6107.0,3259.0
2015,First Circuit,Land Court,685.0,4651.0,5336.0,4509.0,827.0
2015,First Circuit,Tax Appeal Court,883.0,316.0,1199.0,55.0,1144.0
2015,First Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,82.0,20.0,102.0,13.0,89.0
2015,First Circuit,Other Special Proceedings,1014.0,1715.0,2729.0,1530.0,1199.0
2015,First Circuit,Criminal Actions,6205.0,2088.0,8293.0,1928.0,6365.0
2015,First Circuit,Part I,3147.0,1098.0,4245.0,1036.0,3209.0
2015,First Circuit,Murder & Non-Negligent Manslaughter,76.0,24.0,100.0,25.0,75.0
2015,First Circuit,Negligent Homicide,34.0,5.0,39.0,5.0,34.0
2015,First Circuit,Forcible Rape,36.0,11.0,47.0,7.0,40.0
2015,First Circuit,Robbery,287.0,127.0,414.0,114.0,300.0
2015,First Circuit,Aggravated Assault,659.0,230.0,889.0,223.0,666.0
2015,First Circuit,Burglary,509.0,190.0,699.0,178.0,521.0
2015,First Circuit,Larceny-Theft,1149.0,365.0,1514.0,339.0,1175.0
2015,First Circuit,Auto Theft,397.0,146.0,543.0,145.0,398.0
2015,First Circuit,Part II,3058.0,990.0,4048.0,892.0,3156.0
2015,First Circuit,Other Assaults,219.0,75.0,294.0,57.0,237.0
2015,First Circuit,Arson,40.0,24.0,64.0,13.0,51.0
2015,First Circuit,Forgery and Counterfeiting,165.0,36.0,201.0,31.0,170.0
2015,First Circuit,Fraud,140.0,11.0,151.0,19.0,132.0
2015,First Circuit,Embezzlement,1.0,,1.0,,1.0
2015,First Circuit,Stolen Property,5.0,,5.0,,5.0
2015,First Circuit,Vandalism,89.0,9.0,98.0,11.0,87.0
2015,First Circuit,Weapons,87.0,22.0,109.0,27.0,82.0
2015,First Circuit,Prostitution,14.0,,14.0,4.0,10.0
2015,First Circuit,Sex Offenses,167.0,58.0,225.0,50.0,175.0
2015,First Circuit,Narcotic Drug Laws,980.0,363.0,1343.0,353.0,990.0
2015,First Circuit,Gambling,23.0,,23.0,2.0,21.0
2015,First Circuit,Offenses Against Family & Children,60.0,15.0,75.0,17.0,58.0
2015,First Circuit,Driving Under the Influence,58.0,24.0,82.0,17.0,65.0
2015,First Circuit,Liquor Laws,26.0,1.0,27.0,1.0,26.0
2015,First Circuit,Disorderly Conduct,14.0,5.0,19.0,5.0,14.0
2015,First Circuit,All Other Offenses (Except Traffic),874.0,303.0,1177.0,268.0,909.0
