Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2000,Fifth Circuit,Parental Proceedings,255.0,151.0,406.0,128.0,278.0
2000,First Circuit,Adoption Proceedings,353.0,569.0,922.0,434.0,488.0
2000,First Circuit,Marital Actions and Proceedings,2366.0,4082.0,6448.0,2867.0,3581.0
2000,First Circuit,Parental Proceedings,794.0,1450.0,2244.0,1577.0,667.0
2000,Second Circuit,Adoption Proceedings,30.0,76.0,106.0,75.0,31.0
2000,Second Circuit,Marital Actions and Proceedings,804.0,609.0,1413.0,733.0,680.0
2000,Second Circuit,Parental Proceedings,507.0,325.0,832.0,643.0,189.0
2000,Third Circuit,Adoption Proceedings,81.0,79.0,160.0,82.0,78.0
2000,Third Circuit,Marital Actions and Proceedings,728.0,563.0,1291.0,662.0,629.0
2000,Third Circuit,Parental Proceedings,433.0,463.0,896.0,396.0,500.0
2001,Fifth Circuit,Adoption Proceedings,49.0,41.0,90.0,40.0,50.0
2001,Fifth Circuit,Marital Actions and Proceedings,310.0,229.0,539.0,189.0,350.0
2001,Fifth Circuit,Parental Proceedings,278.0,90.0,368.0,91.0,277.0
2001,First Circuit,Adoption Proceedings,488.0,562.0,1050.0,565.0,485.0
2001,First Circuit,Marital Actions and Proceedings,3581.0,4162.0,7743.0,4429.0,3314.0
2001,First Circuit,Parental Proceedings,667.0,1429.0,2096.0,1260.0,836.0
2001,Second Circuit,Adoption Proceedings,31.0,97.0,128.0,87.0,41.0
2001,Second Circuit,Marital Actions and Proceedings,680.0,652.0,1332.0,826.0,506.0
2001,Second Circuit,Parental Proceedings,189.0,326.0,515.0,285.0,230.0
2001,Third Circuit,Adoption Proceedings,78.0,86.0,164.0,74.0,90.0
2001,Third Circuit,Marital Actions and Proceedings,629.0,608.0,1237.0,491.0,746.0
2001,Third Circuit,Parental Proceedings,500.0,459.0,959.0,486.0,473.0
2002,Fifth Circuit,Adoption Proceedings,50.0,52.0,102.0,77.0,25.0
2002,Fifth Circuit,Marital Actions and Proceedings,350.0,245.0,595.0,346.0,249.0
2002,Fifth Circuit,Parental Proceedings,277.0,111.0,388.0,129.0,259.0
2002,First Circuit,Adoption Proceedings,485.0,473.0,958.0,628.0,330.0
2002,First Circuit,Marital Actions and Proceedings,3314.0,4220.0,7534.0,4918.0,2616.0
2002,First Circuit,Parental Proceedings,836.0,1742.0,2578.0,1571.0,1007.0
2002,Second Circuit,Adoption Proceedings,41.0,75.0,116.0,94.0,22.0
2002,Second Circuit,Marital Actions and Proceedings,506.0,644.0,1150.0,840.0,310.0
2002,Second Circuit,Parental Proceedings,230.0,289.0,519.0,346.0,173.0
2002,Third Circuit,Adoption Proceedings,90.0,75.0,165.0,126.0,39.0
2002,Third Circuit,Marital Actions and Proceedings,746.0,601.0,1347.0,699.0,648.0
2002,Third Circuit,Parental Proceedings,473.0,440.0,913.0,605.0,308.0
2003,Fifth Circuit,Adoption Proceedings,25.0,57.0,82.0,54.0,28.0
2003,Fifth Circuit,Marital Actions and Proceedings,249.0,239.0,488.0,224.0,264.0
2003,Fifth Circuit,Parental Proceedings,259.0,120.0,379.0,86.0,293.0
2003,First Circuit,Adoption Proceedings,330.0,497.0,827.0,456.0,371.0
2003,First Circuit,Marital Actions and Proceedings,2616.0,4209.0,6825.0,4313.0,2512.0
2003,First Circuit,Parental Proceedings,1007.0,1525.0,2532.0,1221.0,1311.0
2003,Second Circuit,Adoption Proceedings,22.0,58.0,80.0,73.0,7.0
2003,Second Circuit,Marital Actions and Proceedings,310.0,629.0,939.0,611.0,328.0
2003,Second Circuit,Parental Proceedings,173.0,331.0,504.0,354.0,150.0
2003,Third Circuit,Adoption Proceedings,22.0,58.0,80.0,73.0,7.0
2003,Third Circuit,Marital Actions and Proceedings,310.0,629.0,939.0,611.0,328.0
2003,Third Circuit,Parental Proceedings,173.0,331.0,504.0,354.0,150.0
2004,Fifth Circuit,Adoption Proceedings,28.0,44.0,72.0,43.0,29.0
2004,Fifth Circuit,Marital Actions and Proceedings,264.0,246.0,510.0,228.0,282.0
2004,Fifth Circuit,Parental Proceedings,293.0,118.0,411.0,99.0,312.0
2004,First Circuit,Adoption Proceedings,371.0,553.0,924.0,617.0,307.0
2004,First Circuit,Marital Actions and Proceedings,2512.0,3996.0,6508.0,3816.0,2692.0
2004,First Circuit,Parental Proceedings,1311.0,1627.0,2938.0,1213.0,1725.0
2004,Second Circuit,Adoption Proceedings,7.0,79.0,86.0,62.0,24.0
2004,Second Circuit,Marital Actions and Proceedings,328.0,626.0,954.0,634.0,320.0
2004,Second Circuit,Parental Proceedings,150.0,306.0,456.0,325.0,131.0
2004,Third Circuit,Adoption Proceedings,36.0,91.0,127.0,85.0,42.0
2004,Third Circuit,Marital Actions and Proceedings,636.0,636.0,1272.0,595.0,677.0
2004,Third Circuit,Parental Proceedings,365.0,509.0,874.0,470.0,404.0
2005,Fifth Circuit,Adoption Proceedings,29.0,38.0,67.0,39.0,28.0
2005,Fifth Circuit,Marital Actions and Proceedings,282.0,259.0,541.0,217.0,324.0
2005,Fifth Circuit,Parental Proceedings,312.0,109.0,421.0,147.0,274.0
2005,First Circuit,Adoption Proceedings,307.0,564.0,871.0,548.0,323.0
2005,First Circuit,Marital Actions and Proceedings,2692.0,4161.0,6853.0,4355.0,2498.0
2005,First Circuit,Parental Proceedings,1725.0,1311.0,3036.0,2064.0,972.0
2005,Second Circuit,Adoption Proceedings,24.0,75.0,99.0,78.0,21.0
2005,Second Circuit,Marital Actions and Proceedings,320.0,593.0,913.0,611.0,302.0
2005,Second Circuit,Parental Proceedings,131.0,267.0,398.0,270.0,128.0
2005,Third Circuit,Adoption Proceedings,42.0,87.0,129.0,71.0,58.0
2005,Third Circuit,Marital Actions and Proceedings,677.0,621.0,1298.0,518.0,780.0
2005,Third Circuit,Parental Proceedings,404.0,365.0,769.0,404.0,365.0
2006,Fifth Circuit,Adoption Proceedings,28.0,31.0,59.0,20.0,39.0
2006,Fifth Circuit,Marital Actions and Proceedings,324.0,209.0,533.0,189.0,344.0
2006,Fifth Circuit,Parental Proceedings,274.0,86.0,360.0,73.0,287.0
2006,First Circuit,Adoption Proceedings,323.0,547.0,870.0,507.0,363.0
2006,First Circuit,Marital Actions and Proceedings,2498.0,4167.0,6665.0,3737.0,2928.0
2006,First Circuit,Parental Proceedings,972.0,1348.0,2320.0,1087.0,1233.0
2006,Second Circuit,Adoption Proceedings,21.0,67.0,88.0,69.0,19.0
2006,Second Circuit,Marital Actions and Proceedings,302.0,671.0,973.0,613.0,360.0
2006,Second Circuit,Parental Proceedings,128.0,260.0,388.0,254.0,134.0
2006,Third Circuit,Adoption Proceedings,58.0,58.0,116.0,44.0,72.0
2006,Third Circuit,Marital Actions and Proceedings,780.0,673.0,1453.0,690.0,763.0
2006,Third Circuit,Parental Proceedings,365.0,357.0,722.0,255.0,467.0
2007,Fifth Circuit,Adoption Proceedings,39.0,37.0,76.0,20.0,56.0
2007,Fifth Circuit,Marital Actions and Proceedings,344.0,223.0,567.0,196.0,371.0
2007,Fifth Circuit,Parental Proceedings,287.0,60.0,347.0,39.0,308.0
2007,First Circuit,Adoption Proceedings,363.0,468.0,831.0,491.0,340.0
2007,First Circuit,Marital Actions and Proceedings,2928.0,4092.0,7020.0,4043.0,2977.0
2007,First Circuit,Parental Proceedings,1233.0,1335.0,2568.0,1223.0,1345.0
2007,Second Circuit,Adoption Proceedings,19.0,84.0,103.0,75.0,28.0
2007,Second Circuit,Marital Actions and Proceedings,360.0,603.0,963.0,635.0,328.0
2007,Second Circuit,Parental Proceedings,134.0,204.0,338.0,202.0,136.0
2007,Third Circuit,Adoption Proceedings,72.0,84.0,156.0,108.0,48.0
2007,Third Circuit,Marital Actions and Proceedings,763.0,590.0,1353.0,578.0,775.0
2007,Third Circuit,Parental Proceedings,467.0,233.0,700.0,188.0,512.0
2008,Fifth Circuit,Adoption Proceedings,56.0,31.0,87.0,21.0,66.0
2008,Fifth Circuit,Marital Actions and Proceedings,371.0,237.0,608.0,203.0,405.0
2008,Fifth Circuit,Parental Proceedings,308.0,87.0,395.0,60.0,335.0
2008,First Circuit,Adoption Proceedings,340.0,494.0,834.0,572.0,262.0
2008,First Circuit,Marital Actions and Proceedings,2977.0,4132.0,7109.0,4168.0,2941.0
2008,First Circuit,Parental Proceedings,1345.0,1292.0,2637.0,1825.0,812.0
2008,Second Circuit,Adoption Proceedings,28.0,73.0,101.0,86.0,15.0
2008,Second Circuit,Marital Actions and Proceedings,328.0,622.0,950.0,660.0,290.0
2008,Second Circuit,Parental Proceedings,136.0,216.0,352.0,234.0,118.0
2008,Third Circuit,Adoption Proceedings,48.0,77.0,125.0,81.0,44.0
2008,Third Circuit,Marital Actions and Proceedings,775.0,669.0,1444.0,609.0,835.0
2008,Third Circuit,Parental Proceedings,512.0,347.0,859.0,350.0,509.0
2009,Fifth Circuit,Adoption Proceedings,66.0,33.0,99.0,30.0,69.0
2009,Fifth Circuit,Marital Actions and Proceedings,405.0,235.0,640.0,207.0,433.0
2009,Fifth Circuit,Parental Proceedings,334.0,107.0,441.0,67.0,374.0
2009,First Circuit,Adoption Proceedings,251.0,438.0,689.0,445.0,244.0
2009,First Circuit,Marital Actions and Proceedings,2962.0,4079.0,7041.0,3191.0,3850.0
2009,First Circuit,Parental Proceedings,736.0,1335.0,2071.0,1452.0,619.0
2009,Second Circuit,Adoption Proceedings,14.0,69.0,83.0,73.0,10.0
2009,Second Circuit,Marital Actions and Proceedings,270.0,667.0,937.0,559.0,378.0
2009,Second Circuit,Parental Proceedings,90.0,241.0,331.0,180.0,151.0
2009,Third Circuit,Adoption Proceedings,35.0,62.0,97.0,45.0,52.0
2009,Third Circuit,Marital Actions and Proceedings,829.0,641.0,1470.0,581.0,889.0
2009,Third Circuit,Parental Proceedings,498.0,338.0,836.0,319.0,517.0
2010,Fifth Circuit,Adoption Proceedings,69.0,31.0,100.0,21.0,79.0
2010,Fifth Circuit,Marital Actions and Proceedings,432.0,260.0,692.0,192.0,500.0
2010,Fifth Circuit,Parental Proceedings,374.0,108.0,482.0,67.0,415.0
2010,First Circuit,Adoption Proceedings,243.0,424.0,667.0,376.0,291.0
2010,First Circuit,Marital Actions and Proceedings,3353.0,4240.0,7593.0,4431.0,3162.0
2010,First Circuit,Parental Proceedings,617.0,1229.0,1846.0,1035.0,811.0
2010,Second Circuit,Adoption Proceedings,5.0,47.0,52.0,39.0,13.0
2010,Second Circuit,Marital Actions and Proceedings,377.0,625.0,1002.0,561.0,441.0
2010,Second Circuit,Parental Proceedings,149.0,251.0,400.0,160.0,240.0
2010,Third Circuit,Adoption Proceedings,43.0,64.0,107.0,58.0,49.0
2010,Third Circuit,Marital Actions and Proceedings,872.0,683.0,1555.0,608.0,947.0
2010,Third Circuit,Parental Proceedings,510.0,436.0,946.0,301.0,645.0
2011,Fifth Circuit,Adoption Proceedings,69.0,31.0,100.0,21.0,79.0
2011,Fifth Circuit,Marital Actions and Proceedings,432.0,260.0,692.0,192.0,500.0
2011,Fifth Circuit,Parental Proceedings,374.0,108.0,482.0,67.0,415.0
2011,First Circuit,Adoption Proceedings,288.0,379.0,667.0,313.0,354.0
2011,First Circuit,Marital Actions and Proceedings,3052.0,4142.0,7194.0,3661.0,3533.0
2011,First Circuit,Parental Proceedings,816.0,1151.0,1967.0,905.0,1062.0
2011,Second Circuit,Adoption Proceedings,13.0,56.0,69.0,40.0,29.0
2011,Second Circuit,Marital Actions and Proceedings,408.0,664.0,1072.0,516.0,556.0
2011,Second Circuit,Parental Proceedings,238.0,246.0,484.0,151.0,333.0
2011,Third Circuit,Adoption Proceedings,43.0,64.0,107.0,58.0,49.0
2011,Third Circuit,Marital Actions and Proceedings,872.0,683.0,1555.0,608.0,947.0
2011,Third Circuit,Parental Proceedings,510.0,436.0,946.0,301.0,645.0
2012,Fifth Circuit,Adoption Proceedings,86.0,17.0,103.0,14.0,89.0
2012,Fifth Circuit,Marital Actions and Proceedings,535.0,250.0,785.0,175.0,610.0
2012,Fifth Circuit,Parental Proceedings,429.0,71.0,500.0,52.0,448.0
2012,First Circuit,Adoption Proceedings,295.0,337.0,632.0,406.0,226.0
2012,First Circuit,Marital Actions and Proceedings,3412.0,4061.0,7473.0,4381.0,3092.0
2012,First Circuit,Parental Proceedings,609.0,1468.0,2077.0,1254.0,823.0
2012,Second Circuit,Adoption Proceedings,29.0,58.0,87.0,51.0,36.0
2012,Second Circuit,Marital Actions and Proceedings,489.0,615.0,1104.0,762.0,342.0
2012,Second Circuit,Parental Proceedings,335.0,204.0,539.0,160.0,379.0
2012,Third Circuit,Adoption Proceedings,49.0,40.0,89.0,53.0,36.0
2012,Third Circuit,Marital Actions and Proceedings,916.0,622.0,1538.0,568.0,970.0
2012,Third Circuit,Parental Proceedings,663.0,395.0,1058.0,298.0,760.0
2013,Fifth Circuit,Adoption Proceedings,89.0,21.0,110.0,7.0,103.0
2013,Fifth Circuit,Marital Actions and Proceedings,610.0,177.0,787.0,167.0,620.0
2013,Fifth Circuit,Parental Proceedings,448.0,50.0,498.0,4.0,494.0
2013,First Circuit,Adoption Proceedings,226.0,282.0,508.0,303.0,205.0
2013,First Circuit,Marital Actions and Proceedings,3082.0,4119.0,7201.0,4401.0,2800.0
2013,First Circuit,Parental Proceedings,823.0,1384.0,2207.0,1057.0,1150.0
2013,Second Circuit,Adoption Proceedings,37.0,46.0,83.0,50.0,33.0
2013,Second Circuit,Marital Actions and Proceedings,345.0,549.0,894.0,447.0,447.0
2013,Second Circuit,Parental Proceedings,376.0,200.0,576.0,148.0,428.0
2013,Third Circuit,Adoption Proceedings,29.0,38.0,67.0,29.0,38.0
2013,Third Circuit,Marital Actions and Proceedings,949.0,622.0,1571.0,572.0,999.0
2013,Third Circuit,Parental Proceedings,761.0,341.0,1102.0,236.0,866.0
2014,Fifth Circuit,Adoption Proceedings,101.0,22.0,123.0,13.0,110.0
2014,Fifth Circuit,Marital Actions and Proceedings,655.0,230.0,885.0,152.0,733.0
2014,Fifth Circuit,Parental Proceedings,499.0,62.0,561.0,7.0,554.0
2014,First Circuit,Adoption Proceedings,204.0,261.0,465.0,137.0,328.0
2014,First Circuit,Marital Actions and Proceedings,2816.0,3840.0,6656.0,3073.0,3583.0
2014,First Circuit,Parental Proceedings,1149.0,1355.0,2504.0,985.0,1519.0
2014,Second Circuit,Adoption Proceedings,33.0,43.0,76.0,37.0,39.0
2014,Second Circuit,Marital Actions and Proceedings,426.0,549.0,975.0,514.0,461.0
2014,Second Circuit,Parental Proceedings,427.0,225.0,652.0,147.0,505.0
2014,Third Circuit,Adoption Proceedings,35.0,40.0,75.0,29.0,46.0
2014,Third Circuit,Marital Actions and Proceedings,960.0,632.0,1592.0,608.0,984.0
2014,Third Circuit,Parental Proceedings,857.0,379.0,1236.0,303.0,933.0
2015,Fifth Circuit,Adoption Proceedings,37.0,9.0,46.0,9.0,37.0
2015,Fifth Circuit,Marital Actions and Proceedings,495.0,222.0,717.0,203.0,514.0
2015,Fifth Circuit,Parental Proceedings,550.0,72.0,622.0,44.0,578.0
2015,First Circuit,Adoption Proceedings,274.0,264.0,538.0,85.0,453.0
2015,First Circuit,Marital Actions and Proceedings,3528.0,3813.0,7341.0,3793.0,3548.0
2015,First Circuit,Parental Proceedings,1346.0,1163.0,2509.0,890.0,1619.0
2015,Second Circuit,Adoption Proceedings,18.0,46.0,64.0,47.0,17.0
2015,Second Circuit,Marital Actions and Proceedings,432.0,508.0,940.0,528.0,412.0
2015,Second Circuit,Parental Proceedings,291.0,199.0,490.0,171.0,319.0
2015,Third Circuit,Adoption Proceedings,46.0,36.0,82.0,22.0,60.0
2015,Third Circuit,Marital Actions and Proceedings,975.0,587.0,1562.0,473.0,1089.0
2015,Third Circuit,Parental Proceedings,917.0,351.0,1268.0,234.0,1034.0
2016,Fifth Circuit,Adoption Proceedings,36.0,19.0,55.0,11.0,44.0
2016,Fifth Circuit,Marital Actions and Proceedings,470.0,212.0,682.0,211.0,471.0
2016,Fifth Circuit,Parental Proceedings,411.0,63.0,474.0,41.0,433.0
2016,First Circuit,Adoption Proceedings,394.0,253.0,647.0,196.0,451.0
2016,First Circuit,Marital Actions and Proceedings,3548.0,3781.0,7329.0,3055.0,4274.0
2016,First Circuit,Parental Proceedings,1591.0,1073.0,2664.0,666.0,1998.0
2016,Second Circuit,Adoption Proceedings,12.0,63.0,75.0,60.0,15.0
2016,Second Circuit,Marital Actions and Proceedings,383.0,532.0,915.0,526.0,389.0
2016,Second Circuit,Parental Proceedings,216.0,169.0,385.0,164.0,221.0
2016,Third Circuit,Adoption Proceedings,56.0,45.0,101.0,30.0,71.0
2016,Third Circuit,Marital Actions and Proceedings,926.0,584.0,1510.0,805.0,705.0
2016,Third Circuit,Parental Proceedings,1015.0,356.0,1371.0,242.0,1129.0
2017,Fifth Circuit,Adoption Proceedings,39.0,22.0,61.0,7.0,54.0
2017,Fifth Circuit,Marital Actions and Proceedings,331.0,196.0,527.0,145.0,382.0
2017,Fifth Circuit,Parental Proceedings,427.0,35.0,462.0,9.0,453.0
2017,First Circuit,Adoption Proceedings,235.0,255.0,490.0,221.0,269.0
2017,First Circuit,Marital Actions and Proceedings,4275.0,3528.0,7803.0,3005.0,4798.0
2017,First Circuit,Parental Proceedings,1998.0,987.0,2985.0,973.0,2012.0
2017,Second Circuit,Adoption Proceedings,15.0,48.0,63.0,48.0,15.0
2017,Second Circuit,Marital Actions and Proceedings,372.0,528.0,900.0,461.0,439.0
2017,Second Circuit,Parental Proceedings,171.0,179.0,350.0,143.0,207.0
2017,Third Circuit,Adoption Proceedings,71.0,69.0,140.0,39.0,101.0
2017,Third Circuit,Marital Actions and Proceedings,709.0,566.0,1275.0,380.0,895.0
2017,Third Circuit,Parental Proceedings,1084.0,323.0,1407.0,156.0,1251.0
2018,Fifth Circuit,Adoption Proceedings,56.0,7.0,63.0,0.0,63.0
2018,Fifth Circuit,Marital Actions and Proceedings,360.0,192.0,552.0,147.0,405.0
2018,Fifth Circuit,Parental Proceedings,454.0,60.0,514.0,6.0,508.0
2018,First Circuit,Adoption Proceedings,215.0,264.0,479.0,249.0,230.0
2018,First Circuit,Marital Actions and Proceedings,4803.0,3360.0,8163.0,2817.0,5346.0
2018,First Circuit,Parental Proceedings,2010.0,990.0,3000.0,758.0,2242.0
2018,Second Circuit,Adoption Proceedings,9.0,64.0,73.0,52.0,21.0
2018,Second Circuit,Marital Actions and Proceedings,394.0,460.0,854.0,447.0,407.0
2018,Second Circuit,Parental Proceedings,158.0,250.0,408.0,132.0,276.0
2018,Third Circuit,Adoption Proceedings,77.0,75.0,152.0,59.0,93.0
2018,Third Circuit,Marital Actions and Proceedings,896.0,557.0,1453.0,593.0,860.0
2018,Third Circuit,Parental Proceedings,1243.0,365.0,1608.0,167.0,1441.0
2019,Fifth Circuit,Adoption Proceedings,62.0,21.0,83.0,4.0,79.0
2019,Fifth Circuit,Marital Actions and Proceedings,404.0,215.0,619.0,83.0,536.0
2019,Fifth Circuit,Parental Proceedings,507.0,30.0,537.0,20.0,517.0
2019,First Circuit,Adoption Proceedings,194.0,222.0,416.0,259.0,157.0
2019,First Circuit,Marital Actions and Proceedings,5072.0,3292.0,8364.0,2965.0,5399.0
2019,First Circuit,Parental Proceedings,1481.0,984.0,2465.0,1138.0,1327.0
2019,Second Circuit,Adoption Proceedings,17.0,33.0,50.0,36.0,14.0
2019,Second Circuit,Marital Actions and Proceedings,372.0,473.0,845.0,474.0,371.0
2019,Second Circuit,Parental Proceedings,209.0,199.0,408.0,149.0,259.0
2019,Third Circuit,Adoption Proceedings,92.0,80.0,172.0,57.0,115.0
2019,Third Circuit,Marital Actions and Proceedings,858.0,508.0,1366.0,464.0,902.0
2019,Third Circuit,Parental Proceedings,1428.0,292.0,1720.0,207.0,1513.0
2020,Fifth Circuit,Adoption Proceedings,81.0,6.0,87.0,0.0,87.0
2020,Fifth Circuit,Marital Actions and Proceedings,456.0,180.0,636.0,35.0,601.0
2020,Fifth Circuit,Parental Proceedings,518.0,52.0,570.0,5.0,565.0
2020,First Circuit,Adoption Proceedings,160.0,222.0,382.0,221.0,161.0
2020,First Circuit,Marital Actions and Proceedings,5226.0,3106.0,8332.0,3015.0,5317.0
2020,First Circuit,Parental Proceedings,780.0,761.0,1541.0,715.0,826.0
2020,Second Circuit,Adoption Proceedings,10.0,36.0,46.0,35.0,11.0
2020,Second Circuit,Marital Actions and Proceedings,353.0,446.0,799.0,412.0,387.0
2020,Second Circuit,Parental Proceedings,179.0,158.0,337.0,154.0,183.0
2020,Third Circuit,Adoption Proceedings,105.0,74.0,179.0,42.0,137.0
2020,Third Circuit,Marital Actions and Proceedings,766.0,535.0,1301.0,452.0,849.0
2020,Third Circuit,Parental Proceedings,1512.0,269.0,1781.0,132.0,1649.0
2021,Fifth Circuit,Adoption Proceedings,87.0,16.0,103.0,4.0,99.0
2021,Fifth Circuit,Marital Actions and Proceedings,596.0,207.0,803.0,74.0,729.0
2021,Fifth Circuit,Parental Proceedings,565.0,53.0,618.0,3.0,615.0
2021,First Circuit,Adoption Proceedings,156.0,245.0,401.0,222.0,179.0
2021,First Circuit,Marital Actions and Proceedings,5296.0,3138.0,8434.0,2629.0,5805.0
2021,First Circuit,Parental Proceedings,828.0,894.0,1722.0,768.0,954.0
2021,Second Circuit,Adoption Proceedings,9.0,60.0,69.0,54.0,15.0
2021,Second Circuit,Marital Actions and Proceedings,324.0,446.0,770.0,492.0,278.0
2021,Second Circuit,Parental Proceedings,147.0,198.0,345.0,162.0,183.0
2021,Third Circuit,Adoption Proceedings,105.0,90.0,195.0,25.0,170.0
2021,Third Circuit,Marital Actions and Proceedings,793.0,512.0,1305.0,484.0,821.0
2021,Third Circuit,Parental Proceedings,1642.0,267.0,1909.0,111.0,1798.0
2022,Fifth Circuit,Adoption Proceedings,9.0,23.0,32.0,8.0,24.0
2022,Fifth Circuit,Marital Actions and Proceedings,143.0,164.0,307.0,108.0,199.0
2022,Fifth Circuit,Parental Proceedings,67.0,54.0,121.0,15.0,106.0
2022,First Circuit,Adoption Proceedings,43.0,431.0,474.0,330.0,144.0
2022,First Circuit,Marital Actions and Proceedings,920.0,2921.0,3841.0,1394.0,2447.0
2022,First Circuit,Parental Proceedings,300.0,687.0,987.0,359.0,628.0
2022,Second Circuit,Adoption Proceedings,2.0,57.0,59.0,42.0,17.0
2022,Second Circuit,Marital Actions and Proceedings,99.0,423.0,522.0,263.0,259.0
2022,Second Circuit,Parental Proceedings,106.0,154.0,260.0,83.0,177.0
2022,Third Circuit,Adoption Proceedings,12.0,67.0,79.0,30.0,49.0
2022,Third Circuit,Marital Actions and Proceedings,274.0,528.0,802.0,210.0,592.0
2022,Third Circuit,Parental Proceedings,320.0,180.0,500.0,91.0,409.0
2023,Fifth Circuit,Adoption Proceedings,4.0,30.0,34.0,6.0,28.0
2023,Fifth Circuit,Marital Actions and Proceedings,249.0,151.0,400.0,137.0,263.0
2023,Fifth Circuit,Parental Proceedings,115.0,47.0,162.0,40.0,122.0
2023,First Circuit,Adoption Proceedings,125.0,419.0,544.0,350.0,194.0
2023,First Circuit,Marital Actions and Proceedings,4220.0,2923.0,7143.0,4003.0,3140.0
2023,First Circuit,Parental Proceedings,1128.0,624.0,1752.0,570.0,1182.0
2023,Second Circuit,Adoption Proceedings,15.0,48.0,63.0,34.0,29.0
2023,Second Circuit,Marital Actions and Proceedings,349.0,398.0,747.0,352.0,395.0
2023,Second Circuit,Parental Proceedings,289.0,159.0,448.0,152.0,296.0
2023,Third Circuit,Adoption Proceedings,24.0,56.0,80.0,17.0,63.0
2023,Third Circuit,Marital Actions and Proceedings,789.0,577.0,1366.0,490.0,876.0
2023,Third Circuit,Parental Proceedings,574.0,234.0,808.0,189.0,619.0
1998,First Circuit,Traffic Violations,580128.0,371158.0,951286.0,324584.0,626702.0
1998,Second Circuit,Traffic Violations,58236.0,53494.0,111730.0,47167.0,64563.0
1998,Third Circuit,Traffic Violations,12145.0,50763.0,62908.0,54223.0,8685.0
1998,Fifth Circuit,Traffic Violations,12614.0,15698.0,28312.0,14577.0,13735.0
1999,First Circuit,Traffic Violations,626702.0,361171.0,987873.0,316993.0,670880.0
1999,Second Circuit,Traffic Violations,64563.0,51842.0,116405.0,49548.0,66857.0
1999,Third Circuit,Traffic Violations,8685.0,51162.0,59847.0,53658.0,6189.0
1999,Fifth Circuit,Traffic Violations,13735.0,15572.0,29307.0,14470.0,14837.0
2000,First Circuit,Traffic Violations,443575.0,320493.0,764068.0,290286.0,473782.0
2000,Second Circuit,Traffic Violations,38828.0,51176.0,90004.0,46168.0,43836.0
2000,Third Circuit,Traffic Violations,42120.0,50440.0,92560.0,44342.0,48218.0
2000,Fifth Circuit,Traffic Violations,9982.0,12456.0,22438.0,11031.0,11407.0
2001,Fifth Circuit,Traffic Violations,11407.0,16550.0,27957.0,15834.0,12123.0
2001,Third Circuit,Traffic Violations,48218.0,50500.0,98718.0,46881.0,51837.0
2001,First Circuit,Traffic Violations,473782.0,298763.0,772545.0,320314.0,452231.0
2001,Second Circuit,Traffic Violations,43836.0,40796.0,84632.0,41671.0,42961.0
2002,First Circuit,Traffic Violations,452231.0,327316.0,779547.0,328836.0,450711.0
2002,Second Circuit,Traffic Violations,42961.0,41960.0,84921.0,39752.0,45169.0
2002,Third Circuit,Traffic Violations,51837.0,50937.0,102774.0,47431.0,55343.0
2002,Fifth Circuit,Traffic Violations,12123.0,15646.0,27769.0,14775.0,12994.0
2003,Fifth Circuit,Traffic Violations,12994.0,14376.0,27370.0,14087.0,13283.0
2003,First Circuit,Traffic Violations,450711.0,307885.0,758596.0,306971.0,451625.0
2003,Second Circuit,Traffic Violations,45169.0,47469.0,92638.0,44384.0,48254.0
2003,Third Circuit,Traffic Violations,55343.0,52045.0,107388.0,49995.0,57393.0
2004,Fifth Circuit,Traffic Violations,13283.0,13089.0,26372.0,13182.0,13190.0
2004,Third Circuit,Traffic Violations,57393.0,59112.0,116505.0,55026.0,61479.0
2004,First Circuit,Traffic Violations,451625.0,322426.0,774051.0,326027.0,448024.0
2004,Second Circuit,Traffic Violations,48254.0,51234.0,99488.0,48130.0,51358.0
2005,First Circuit,Traffic Violations,448024.0,356390.0,804414.0,362533.0,441881.0
2005,Second Circuit,Traffic Violations,51358.0,46564.0,97922.0,43354.0,54568.0
2005,Third Circuit,Traffic Violations,61479.0,54265.0,115744.0,50498.0,65246.0
2005,Fifth Circuit,Traffic Violations,13190.0,13603.0,26793.0,12933.0,13860.0
2006,First Circuit,Traffic Violations,192820.0,366880.0,559700.0,300079.0,259621.0
2006,Second Circuit,Traffic Violations,20754.0,50937.0,71691.0,46707.0,24984.0
2006,Third Circuit,Traffic Violations,28157.0,59641.0,87798.0,54038.0,33760.0
2006,Fifth Circuit,Traffic Violations,6509.0,14151.0,20660.0,12089.0,8571.0
2007,Second Circuit,Traffic Violations,20476.0,38580.0,59056.0,40233.0,18968.0
2007,Third Circuit,Traffic Violations,29578.0,45801.0,75379.0,45047.0,31325.0
2007,Fifth Circuit,Traffic Violations,7688.0,10879.0,18567.0,10564.0,8007.0
2007,First Circuit,Traffic Violations,242491.0,362712.0,605203.0,282713.0,327132.0
2008,Fifth Circuit,Traffic Violations,8099.0,11164.0,19263.0,11864.0,7429.0
2008,Third Circuit,Traffic Violations,30575.0,49055.0,79630.0,50518.0,29350.0
2008,Second Circuit,Traffic Violations,18151.0,38591.0,56742.0,39640.0,17199.0
2008,First Circuit,Traffic Violations,323453.0,365977.0,689430.0,358613.0,336819.0
2009,Fifth Circuit,Traffic Violations,7293.0,11758.0,19051.0,11429.0,7645.0
2009,Third Circuit,Traffic Violations,28953.0,50332.0,79285.0,46194.0,33295.0
